gene_symbols,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27,phi_28,phi_29,phi_30,phi_31,phi_32,phi_33,phi_34,phi_35
GNA14,-0.021540275,0.016830457,-0.01638445,0.001006692,-0.0041199164,-0.0018883335,0.02466376,0.010529499,-0.0016255399,-0.005696596,-0.0032767833,-0.008458258,-0.0018414108,0.006480538,0.009811284,0.008596986,0.0052364143,0.0075939787,0.0055314377,-0.015067269,-0.0073848236,-0.0060605165,-0.007018065,-0.0056767133,0.00048982754,-0.0019754306,-0.005794381,0.011097362,-0.008044216,-0.0022536593,-0.0009018986,-0.007483366,-0.01068929,0.0026682722,0.006243353,-0.011773321
TLE4,0.04387919,-0.036980275,-0.14166766,0.0023920883,-0.0034162141,-0.03375439,0.096914284,0.110896125,0.016695308,0.020993851,0.017285371,-0.016337095,0.0040320093,0.008346644,0.0028648532,-0.014054056,-0.015737772,0.028741688,-0.0069137034,-0.020256247,-0.026530927,-0.0037139347,0.011889493,0.007942096,0.0027170696,-0.022823986,-0.008279929,0.00035685647,0.0034796128,-0.019854376,-0.007192545,0.00039039183,-0.02690144,0.017468968,0.010267202,0.019607611
RASEF,0.08338086,0.0012156575,-0.004082739,0.0034309817,0.00922042,0.003954216,0.01007759,0.0023414374,-0.0019067072,0.0007378122,0.00066452636,-0.00023348465,-0.0035552713,-0.008584212,0.004827439,0.0041431286,-0.001974618,-0.00055067445,0.006961064,-0.0072334735,-0.004461105,-0.002176567,-0.00079128146,0.007434868,-0.003621672,0.0031880378,-0.0035298923,2.917892e-05,-0.003939643,0.008192336,-0.007353022,-0.0042590783,-0.0022431698,0.006038442,-0.003190307,0.00019234867
IDNK,0.032943714,-0.012120712,-0.11376167,-0.018541267,-0.010724131,-0.011758729,0.037337344,0.0682931,0.009519902,0.021451768,-0.017870827,-0.00922799,0.0012953721,-0.0029916347,-0.0043073366,0.04291817,0.014137115,0.0043371236,0.010318488,-0.028301958,-0.030376013,0.012345451,-0.02790356,0.024107233,-0.015540989,-0.0062599895,-0.015475872,-0.03340414,0.006380687,-0.008102062,0.0060576033,-0.0030707957,-0.0029632358,-0.022737266,0.017348342,-0.0052715223
SLC28A3,0.029222464,0.0045419033,-0.07860196,-0.020575192,-0.00015963572,-0.0017595637,0.007892057,-0.00404113,-0.0018419741,0.0014648528,-0.0046396796,-0.016996356,0.010202599,0.01279223,-0.005978009,0.018738711,0.026729107,-0.024542913,0.023878472,-0.013124003,0.0046663336,-0.008667071,-0.021803156,0.004767719,-0.0034027835,-0.010902503,-0.013513361,-0.020580696,-0.0038185641,-0.009652434,-0.00026705698,0.007958398,-0.0017840758,0.0076204273,-0.00051337545,-0.0058369474
GAS1,-0.046349794,-0.014182935,-0.029496584,0.012627411,0.013094318,-0.012826166,-0.0045177215,-0.0054190448,-0.0050403187,-0.0056198277,0.00042164346,0.0008557327,-0.004587554,0.0084013855,-0.012394374,0.005219309,-0.017320858,0.007732887,0.013582313,0.01399535,0.005934501,0.005454526,0.0058643194,-0.014792992,0.008734244,-0.014898729,-0.00931376,0.0040967725,-0.0065464615,-0.0086409515,0.00071344204,0.0032923315,0.006991072,-0.009284692,-0.0038469082,0.004216853
CTSL,-0.16894977,0.014870508,0.16230753,0.026279474,0.10895109,0.03616912,-0.06112492,-0.08712756,0.0032310744,-0.0035881726,0.007936186,-0.02421722,-0.0016823957,-0.025483318,0.009159707,0.018919298,0.018792992,0.012085182,0.032612108,-5.8538186e-05,-0.01926369,0.011545361,-0.00949448,0.016781181,0.0022705812,-0.023260456,-0.0069538495,0.008218498,-0.046113424,-0.021514492,0.007530126,-0.01911156,-0.0023035742,-0.009884144,0.009206047,-0.006180484
NXNL2,0.025089318,-0.0022410834,-0.051698416,-0.024536015,0.021568203,-0.013254606,-0.012189677,0.016294727,0.0004777545,0.011761488,0.0016178152,-0.010599019,0.0018714508,0.001563671,-0.0058023147,0.02077596,0.025480963,-0.01432388,0.027821949,0.0014244614,-0.029943539,-0.0009393132,-0.01117401,0.009856664,-0.012745651,0.007686174,-0.003688312,-0.01584245,0.0075455424,-0.0136303,0.0046245623,-0.020849193,-0.011577791,-0.017708108,0.01656989,-0.0029907722
CKS2,-0.17968257,0.021217495,0.37409502,0.09700244,0.13878527,0.03397466,-0.20989534,0.009189521,0.0028934162,0.0008828339,-0.013797161,-0.018730424,-0.01630508,-0.0213324,0.009771566,-0.034715,-0.032176096,0.03702879,0.022259183,0.03756532,0.011345518,-0.0025860905,-0.0031557535,-0.037626136,-0.043983255,0.032198418,0.022664884,0.007176835,-0.0388081,-0.02682428,-0.0063798185,-0.02145175,0.008031131,-0.017257601,-0.020629477,0.011313091
GADD45G,0.045320444,0.028355075,-0.014851504,0.02059731,0.025985515,0.043474063,0.026666602,-0.027062422,0.0049649053,0.002333513,0.00857169,0.019461283,-0.004322512,0.0008929023,-0.0015608027,-0.00067617313,0.0027703764,-0.0054266565,-0.010795167,-0.012472139,0.019289184,0.00073689665,0.008521116,0.01978199,0.010032761,0.0032716116,-0.0033135547,0.007618007,0.010605639,0.010702346,0.006058287,0.012220515,0.0063736835,0.00240339,0.008994543,-0.0005320407
SYK,-0.008079802,-0.004966816,-0.03813116,-0.017299114,-0.01046805,-0.022729151,-0.031207558,0.030987186,0.0010820223,-0.00082218554,0.00354421,-0.0009206642,0.008642134,0.012477436,-0.007951922,-0.0018958214,0.0014680238,0.0070000268,0.0016439953,0.0027324958,-0.023461163,-0.0026172858,0.008749831,-0.01159273,-0.0056469557,-0.010945778,-0.0040664584,0.009014964,0.0029395132,-0.022907402,-0.001675653,0.0035535758,-0.0023537779,-0.005692128,0.006657992,0.01679084
OGN,0.02991729,-0.02336053,-0.09338891,-0.08908479,-0.006045778,-0.065904684,0.02991122,-0.020549214,-0.0032777255,0.028685115,0.011241589,-0.012450695,0.0020184063,-0.008351432,-0.00400937,0.034198564,0.09766341,-0.022116086,0.043161023,-0.013314966,-0.0053057913,0.023036988,-0.016702818,0.0728507,-0.015673568,0.026691385,0.012795034,-0.029070342,0.012291195,0.0061839665,-0.009207703,-0.019577047,0.0010745864,0.0064362953,-0.020573711,0.0002743449
FGD3,-0.024132036,-0.011607157,-0.026408229,-0.008263435,0.0038578615,-0.014948411,0.04790381,0.06714725,-0.011772211,0.00846084,-0.0055095614,-0.007826734,0.0050101504,-0.0053778924,-0.000110691624,0.017557988,-0.0032285785,0.028355857,0.006515753,-0.028194578,-0.040236767,-0.011370204,0.015332372,-0.00013169358,-0.010581549,-0.0065946733,0.0006215185,-0.01922081,0.0026348282,-0.0054799225,0.0029972768,-0.016713463,-0.0061565265,-0.0019603558,0.03798167,0.018393027
SUSD3,0.11008268,-0.044982642,0.012406736,0.018662648,0.040896345,-0.02121947,-0.017399233,0.18211447,-0.0005160437,-0.0026548854,-0.0059964634,-0.013864679,0.0036210117,0.011668289,-0.008479624,-0.010562272,-0.024200337,0.06672387,-0.013198364,-0.02686825,-0.004296021,-0.007825957,0.022367075,-0.008863049,-0.014812316,-0.0068994244,0.0017995952,-0.022926161,-0.00046573664,-0.009181849,-0.0025409842,0.0006175324,-0.016926631,0.02457856,-0.0069091925,0.021209275
NINJ1,0.12567537,-0.008753063,-0.09378329,0.05912831,0.02775173,-0.007442779,0.052344356,0.11215029,-0.0027834154,-0.0066258456,-0.011505851,-0.009150549,0.017775731,0.0043998584,-0.017497698,-0.008871097,-0.030286424,0.028792076,-0.01854845,0.01888178,-0.017850379,0.024140377,0.010175352,-0.0069097704,0.03394391,-0.007932577,-0.008844046,0.0071751764,-0.00096260215,-0.021372303,0.0041797976,-0.008101424,-0.014057742,0.0014325996,0.01722162,0.018626634
BARX1,0.08050758,0.0043441164,0.012583959,0.012737241,-0.012934028,-0.023705868,0.008456988,-0.0137186665,0.021901628,0.04036394,0.053820148,-0.011482957,0.0015951458,0.03624086,-0.027204812,0.02669177,0.06870135,-0.004284079,0.03145194,0.046135243,-0.023153776,0.035727892,0.009191484,0.036322113,0.054507386,-0.044300042,-0.010631659,-0.02633989,-0.011655203,-0.017256819,-0.019783124,0.013071198,-0.01668292,0.018567184,-0.01989886,-0.008114101
FBP1,-0.06434591,-0.016063962,-0.06737574,0.017684927,-0.09192247,0.022969153,0.023530498,0.061504733,0.0023669023,0.04075908,0.0042304043,0.012726397,-0.009945086,0.008273261,-0.009390025,0.01530817,0.0014229299,0.04909578,-0.020685803,-0.016708225,-0.04043133,-0.00520975,-0.032487925,0.0036928272,0.0086398525,0.0085740425,0.044832155,-0.055675913,-0.04840686,-0.0628133,0.0072868466,0.0093621,0.010979386,-0.016745998,0.023204211,0.014835642
NUTM2G,0.002407116,0.0027521045,0.0074114944,0.0016802949,-0.0044739516,0.005647162,0.007893771,-0.0023841227,-0.0004928662,0.0031144018,0.00025146353,-0.0026393374,-0.0011279731,-0.0016558802,0.0016493505,0.003999462,0.00083583413,-0.0037040273,0.0024651757,0.0040628067,-0.00033690216,-0.00020335415,-0.0024621135,0.0009968674,-0.00051872147,-0.00076693174,-2.5572439e-05,-0.0042486284,-0.0028814634,0.0010169939,0.00034642025,-0.0025226218,0.00095164205,-0.0031699953,0.0024976495,-0.002326651
HEMGN,-0.07745896,-0.014470983,0.14880124,-0.016956653,0.046749458,0.07298576,-0.037000686,-0.20157252,0.016415915,0.02385118,-0.007915481,-0.022289276,-0.012992459,-0.050232105,0.06736076,0.016640432,-0.021173723,-0.015672443,0.020015726,0.024433201,-0.026569186,-0.021161122,-0.020673517,-0.017359477,-0.014883211,0.025728744,-0.010594443,0.023723891,-0.036823988,-0.025578829,-0.030941576,-0.038346775,0.03151972,-0.020897025,0.0142581565,0.03070278
TBC1D2,0.042427536,0.0043625655,-0.03499817,-0.025200594,0.00835352,-0.013410191,-0.0012336415,0.03055828,-0.0027072907,0.0067508933,-0.0061276075,-0.00017237088,0.00036119283,-0.0071949265,-0.002912608,-0.004958997,-0.0068771117,-0.0031175604,0.018476129,0.0038618555,-0.020794073,-0.0013511024,0.0016547772,0.007858547,-0.0033259008,0.0038729282,-0.008193907,0.0034606012,0.008557596,-0.002453844,-0.008279211,0.0032014905,-0.0070569175,0.0020747515,0.0036579727,0.007032695
COL15A1,0.008878837,-0.0071678367,-0.07086961,-0.013367984,0.02402834,0.02042685,0.0072570904,-0.015275996,-0.0013394094,0.0016321648,0.005226105,-0.0033520614,0.0019222078,0.013477256,-0.015651925,0.031430867,-0.0010172854,-0.026389591,-0.033781756,-0.009250913,0.028522005,0.002104201,-0.01919326,-0.00097506214,0.0074487156,-0.017894346,-0.001431528,0.008257336,-0.023482531,0.009904476,0.00020508707,0.014203396,-0.011679167,-0.01996517,0.0060920203,0.002075227
BAAT,-0.14238618,-0.009821934,0.0005090014,-0.006246153,-0.009913068,-0.006125016,0.0013574174,-0.0006924512,0.0011357776,-0.0036401646,0.0026068457,0.0095878905,0.00872077,0.0037939146,0.00082414196,-0.0048075295,-0.009706727,-0.0008222281,-0.0009906702,0.005766262,-0.0034904785,0.00088718685,0.0056306026,0.0034533557,0.0029792201,0.0012529102,0.0018188342,0.0062042587,0.0064900187,0.0058263023,0.0050838226,0.0011498695,0.006883681,-0.002080602,0.0067231553,-0.00086673064
NIPSNAP3B,0.07731102,0.02165198,-0.10018825,0.009839051,-0.0020312555,0.029159522,0.032482743,-0.008734371,0.007401468,-0.0250445,0.008885694,0.0017076187,0.009272388,0.008505572,-0.012176567,0.005086534,-0.01992118,0.030829992,-0.02173134,-0.01603966,0.030690175,0.008432678,0.0031871344,0.024217326,0.015904572,-0.013205466,-0.0008051586,0.0019217642,-0.015212388,0.010424724,-0.0042789388,0.0017987576,-0.013561709,-0.008899619,-0.008758491,-0.0006181432
ABCA1,0.19704282,0.03230096,-0.1925978,-0.0035810345,-0.028019777,-0.008089998,0.14645618,-0.013652846,0.013405815,-0.006207608,0.0355992,-0.027972305,0.004136772,0.0092154,-0.028854335,0.066489406,0.10028698,0.057324357,0.045261923,-0.055265326,-0.025690714,0.032591995,0.026929187,0.07994804,0.06389796,-0.06663543,-0.022825059,-0.03106072,-0.025180811,0.009577503,-0.030835288,-0.008972093,-0.033421323,0.03455868,-0.024410645,0.027669495
SLC44A1,0.14453651,0.024673026,-0.09166224,-0.023448333,-0.009123042,0.04255716,0.088550486,-0.022178639,-9.264581e-05,-0.01758472,0.00040623598,0.030608453,0.018017689,0.0031583998,-0.027832052,0.030522987,-0.015759341,-0.021216853,-0.01741203,-0.053302925,0.031377967,0.003338933,-0.028317884,0.021418879,0.012085738,0.016721264,0.045369077,-0.03984639,-0.011973884,-0.05260554,0.006069237,-0.031733364,-0.022487935,-0.009211059,0.032701403,0.021093605
TAL2,-0.005377979,0.013446623,-0.01946546,0.008182146,-0.0070374897,0.028946176,0.008786419,-0.073564164,-0.008571598,-0.013818287,0.0077244923,0.012454827,-0.010334845,0.004717467,-0.0038422565,-0.0068434975,-0.00081386993,0.013645086,0.011285386,0.0133272745,0.0033079977,0.0046801986,0.010361771,0.0029524297,0.018336857,-0.0013573972,0.0021159968,0.0015104827,0.014985226,0.008910122,-0.0014059127,-0.017148403,0.011807033,0.0059825396,-0.0036520448,0.011409291
LINC01505,-0.004132068,-0.0036129442,-0.035551086,-0.022216905,-0.00913499,-0.008082547,0.040211033,0.013320378,-0.0035838916,-0.0071013314,-0.014824188,-0.006536384,-0.011079866,6.787618e-05,0.007531192,0.0048371684,0.021187194,0.03078371,0.004032328,-0.012530812,-0.0033480185,0.0033720585,0.04832731,0.017264925,-0.0045339707,0.0031909104,0.018345807,0.031949665,-0.015642652,0.015594971,-0.014780817,-0.0081156315,0.0062824315,0.004972183,0.0058389264,-0.013340038
KLF4,-0.034947746,0.03573248,0.014392838,0.017398607,0.009706319,0.05111497,0.008777313,0.012347871,0.017530272,-0.003853867,0.014138684,0.018250946,0.048453074,-0.006658598,0.006386229,-0.027014699,-0.009722437,-0.013741132,-0.0060330615,-0.015559838,0.009393851,0.008294202,0.0154968565,0.013379115,-0.015428804,0.01867108,0.008253145,0.022027232,-0.0088291215,0.011300376,0.032960743,-0.01763495,0.010105168,-0.025209907,0.0311354,-0.01642164
FRRS1L,0.057489906,0.003390027,0.00808676,0.006636337,-0.007763027,-0.0061518834,-0.000109645414,-0.0014621185,-0.0021824008,0.0020559197,-0.0033296244,-0.0046096565,-0.0035015517,-0.00039175013,0.001533693,0.0020600026,0.008510662,-0.012021634,0.00094959344,-0.0015680405,-0.003926329,-0.0029559801,-0.0041158986,0.008073761,-0.011629446,0.0075895693,0.0026471228,0.009157958,-0.00023605282,-0.0052756867,0.00309019,-0.0062791836,0.0012867261,-0.004634023,0.0009898263,-0.005010565
SVEP1,0.010101401,0.008533788,-0.020415545,0.017632186,-0.030491898,-0.012544101,0.0010103497,-0.026766837,0.0010172678,0.018936668,0.0031278168,-0.006588544,-0.0041553983,-0.008401373,0.014694267,-0.010550417,0.0032631739,-0.010661239,-0.0028511838,0.0041221287,0.011520324,-0.004973314,0.00056943233,-0.0063006706,-0.0025477363,-0.001190477,-0.0019659235,0.0137330415,0.00042200182,0.0022972415,-0.005112435,0.007571855,0.003460211,0.002627159,-0.0011966364,0.0059398296
ZNF483,0.06700213,0.0032308917,-0.016600484,-0.008437836,0.010530644,-0.0019286564,-0.012190817,-0.006153503,0.0004610335,-0.0062693874,-0.004169246,0.005752238,-0.003615541,-0.0011203972,0.0025547189,-7.1888986e-05,-0.002785216,0.0020472147,0.0047609336,0.009183515,0.0008548573,-0.0009171888,3.330403e-05,0.0023356213,0.005681455,-0.00045999803,-0.0025566313,-0.0011230921,-0.0075988662,0.0027768465,-0.003152607,8.537782e-05,-0.0048723845,-0.009339058,0.0043790075,0.005684036
PTGR1,-0.091008246,-0.011804625,-0.0032819696,0.0045734677,-0.0014791146,-0.008374826,-0.014489674,0.012982369,0.002054223,-0.0048004375,-0.0054038386,0.0011595545,0.007573288,0.004715864,-0.0014527207,0.0017115042,0.00016482538,5.237758e-05,0.009194325,-0.008623932,-0.008024348,0.0015536086,-0.0033827086,-0.0031651768,-0.0073662223,-0.003617807,-0.0101324,0.0055371504,0.0065719127,0.0041036867,-0.004134267,0.0029465817,-0.0014414155,0.006391706,0.003133433,0.0017410318
SLC31A2,-0.050594404,0.015596821,-0.061515972,0.035366986,-0.0036385858,-0.0074642547,0.0725956,0.05879805,0.0074883583,-0.010188434,0.012668956,0.008377325,0.00983989,-0.004360497,-0.029565746,0.01911379,-0.035117432,0.04248219,-0.024896374,-0.052191887,-0.0057061063,0.009782074,0.034128517,0.00059327134,0.0019337795,-0.0386356,-0.015818473,-0.0010518841,0.015071492,0.009761966,-0.004817732,-0.0062357257,-0.021675998,0.014560313,0.028765647,0.03829221
COL27A1,0.041808356,0.029254595,-0.0054728477,-0.004716279,0.022610873,-0.028745139,0.0112520205,-0.017967653,-0.0026418725,0.0025075793,-0.0012043033,-3.7914717e-05,-0.0039783926,-0.0050139925,-0.004619008,-0.011632895,0.013263437,-0.009622614,0.0024969536,-9.421204e-05,-0.003286508,-0.0015034911,-0.009879534,0.00847994,-0.009793198,0.0063372273,-0.00018432383,-0.010659362,0.0075469483,-0.0043333387,0.011857881,-0.008338367,0.01045794,-0.004556035,0.009557412,-0.004433387
PAPPA,0.11645945,0.009715873,-0.034259245,0.014334472,0.013345813,0.036196936,0.022491356,-0.025347743,-0.0037437796,-0.0048614196,0.00406143,0.001994521,-0.001263448,-0.0075559095,0.0008360551,0.0069221607,-0.016811596,-0.0049373903,-0.026063493,-0.010794331,0.013867292,-0.0088909445,0.005333148,0.0056151603,0.0039013675,-0.004974762,-0.007960972,-0.0027931463,-0.0042078625,0.016091643,-0.0015211428,0.002388049,-0.007877474,0.0073521775,2.9865354e-05,0.0017349083
TLR4,-0.051736355,-0.016421635,-0.02784173,0.004431992,-0.018046215,-0.04303289,0.0141796265,0.029161943,0.0050455127,0.017742466,-0.004777115,0.0097379815,0.007944971,-0.018751975,-0.012645769,0.0004510316,-0.017308008,0.022792596,0.017488245,-0.0006613507,-0.030753335,0.004486935,-0.0019499542,-0.018405795,0.002630029,-0.003229359,-0.00271253,0.041438393,-0.019536935,-0.016780648,-0.018314693,-0.015887268,-0.026572375,0.0020788175,0.011956425,0.008127635
PHF19,-0.35291916,-0.0001339073,0.5531317,0.11455551,0.1111895,-0.03340236,-0.34911603,-0.006352858,-0.009621199,-0.01941228,-0.020510985,0.0058990354,-0.014400459,-0.015082373,-0.0064036087,-0.095669135,-0.09796909,-0.0006306408,-0.006041043,0.094067365,0.018959785,-0.0020546603,-5.3656764e-05,-0.08054207,-0.04680004,0.061543345,0.044413816,0.041821085,-0.010577969,-0.045953836,-0.0048958296,-0.021702746,0.0242631,-0.03495831,-0.028196262,0.009463895
TRAF1,0.063155845,-0.046793822,0.00265305,0.030467475,-0.03292188,0.023123322,0.058752913,-0.0155866435,-0.014588625,0.031123865,0.011022861,-0.0025261843,-0.052915998,-0.038962595,-0.019322213,0.018468572,0.03479482,0.076526135,0.020572979,0.015126201,-0.05728398,0.011552012,0.03055754,0.018477542,0.055994745,-0.07747556,-0.01810219,0.010012647,0.014967922,-0.030813543,0.026192594,0.050991572,-0.060914624,0.015881302,-0.03606549,0.04418562
CNTRL,0.038004715,-0.03645136,-0.044538163,-0.024564227,-0.023122106,-0.039944883,0.0044483976,0.1337573,-0.0018877148,0.003653523,-0.0038976204,-0.0025383963,-0.0010187338,0.010768692,-0.014105807,-0.006121106,-0.016838126,0.017827028,0.011005363,0.012851119,-0.012999822,0.0048469235,0.012705189,0.0016625801,-0.0051927445,-0.016752034,0.010012223,0.0013396952,0.0141543485,-0.026177995,-0.00553312,0.00018381324,-0.010302203,0.0053708996,0.014629983,0.02411537
GSN,0.2402955,-0.010047027,-0.42774287,-0.057674818,-0.0596765,-0.030622158,0.27247712,0.25322193,0.0037116103,0.04028398,0.03305782,-0.0064177345,0.020957705,0.011834376,-0.067726076,0.089076236,0.06653556,0.037587408,0.04450763,-0.10060073,-0.12137661,0.012993656,0.034499217,0.08714593,-0.0031130058,-0.06997459,-0.046406105,-0.060605403,0.00022960712,-0.058929455,-0.01031879,-0.010755117,-0.017500864,0.020015815,0.11707855,0.07598484
GSN-AS1,0.082939014,-0.020978542,-0.070414126,-0.028026812,0.010913371,-0.034591462,-0.0065119765,0.015267914,0.009441066,0.0074751303,0.004844184,-0.008566697,0.023690533,0.004439751,-0.023718234,0.051550366,0.06285654,-0.04095124,0.02352511,-0.043057308,-0.037036665,-0.0031137264,-0.03970756,-0.0012288704,-0.0247207,0.00027292522,-0.012301324,0.0018197859,0.026903775,-0.012081872,-0.0079388125,-0.007579461,-0.021587383,0.0023206999,0.007935517,0.0031513565
STOM,-2.9938976e-05,-0.008510919,0.005187945,0.014827394,0.04923702,0.005246559,-0.054221816,-0.018017178,-0.003384901,0.01699417,-0.0066314894,-0.008928895,-0.0020821125,-0.0049917554,0.0030034638,-0.013536506,0.009521292,-0.0052553606,0.01837228,0.007925711,0.020813733,0.003265817,-0.007589661,-0.0115563795,-0.019070609,0.012455048,0.008465805,-0.0022765247,-0.007547369,-0.011557702,0.00844416,-0.008882338,-0.00813369,-0.007103292,-0.00071028364,0.0041242815
MORN5,0.006704206,0.0018728281,-0.00925124,-0.0029298994,0.019588785,0.018928308,0.013764051,0.002582503,-0.0022346093,0.0098099755,0.008456673,-0.011914205,-0.0014774732,0.0048028473,-0.008587132,-0.001181219,0.009878875,-0.014923692,-0.006459693,0.0015512864,-0.009561627,0.0034480994,-0.016556997,-0.0060351547,0.008212445,-0.015525644,0.0038635577,0.0050153797,-0.011139536,0.017927952,0.00092043646,0.0013834343,0.004038546,-0.010371458,-0.0032772098,0.0063833697
PTGS1,0.0021581368,0.0027463217,-0.32798764,-0.055038877,0.06306254,0.007012813,0.15340473,0.036113366,0.0140440455,-0.017399153,0.0013636987,0.00080372446,0.016728029,0.029297294,-0.032070022,0.09841045,0.0472635,-0.032767903,-0.024333982,-0.10581836,0.053684037,-0.0156119745,0.00059141277,0.026960773,-0.029538969,-0.020192461,-0.002919275,0.02391986,0.010171004,-0.022682967,-0.013410547,-0.0010139457,-0.024961594,0.027058054,0.04019799,0.0036355527
HSPA5,-0.094241485,0.03195593,0.058593575,0.06290163,0.044410188,0.045766797,0.038400076,-0.022947729,-0.0021352298,-0.010578638,0.004550845,0.005252176,0.006805758,-0.0019346108,0.0016431663,-0.020948695,0.0018230119,0.011920455,-0.020671153,0.007032527,0.025225699,0.016536163,0.013218067,0.016302327,0.021970063,-0.013259497,-0.0055085225,-0.012181556,-0.024769904,0.013840796,-0.003629754,-0.00230095,-0.0037334329,0.0014265323,-0.026745087,0.009853676
TTC16,-0.103273645,-0.00018247376,-0.004972252,-0.0036076666,0.001493287,-0.006056695,0.001005827,-0.0073234374,-0.00291615,-0.016737206,-0.009417493,-0.0003707584,-0.0062243664,0.007876722,0.003910536,0.0049830545,0.020378023,0.027940076,-0.0067529953,-0.015301689,0.011720411,0.007080274,0.034372963,0.019535726,-0.0027504754,0.013865614,0.015268105,0.011514318,-0.018977022,0.012585832,-0.015410736,-0.0101149175,0.010758517,-0.002660045,-0.0070146457,0.0035601037
SH2D3C,0.10961575,0.005226446,-0.057085425,-0.047410265,-0.032749116,0.0021350523,0.00035844612,0.04975378,-0.0027002706,0.004865709,0.0039881477,-0.016739866,0.00012713355,-0.011870224,-0.00148714,0.015504461,0.014001167,0.005188364,0.029410819,0.027624669,-0.0389937,0.009560599,0.0011096788,-0.0018526713,-8.176591e-06,-0.019866755,0.019155838,-0.007969293,-0.006361571,-0.050528582,-0.015606895,-0.02720987,0.011950422,-0.032520324,0.02133425,0.030887887
ENG,0.11080671,-0.010690054,-0.009864216,0.0074769887,0.0016463086,0.00084440154,-0.0040482506,-0.0013629831,-0.0037654676,0.00643281,0.00081427756,0.0010059047,-0.0044522816,0.0022124194,0.0006219591,0.008571513,0.006941993,0.00851925,0.0032989103,0.0050882385,-0.0010748125,-6.883264e-05,-0.004354258,-0.0016658806,0.00016636742,-0.0022174506,-0.0018509692,-0.0067258445,0.00050974276,0.00033290283,-0.0044184066,0.003968334,-0.003236302,-0.0035417175,-0.0067195226,0.00096025656
PIP5KL1,-0.0729205,0.006039741,-0.013819625,0.024193102,-0.0015718731,0.021243053,0.018114878,-0.006727289,0.0024987296,-0.0061873626,0.005773013,0.0018579975,-0.0044073984,0.005899664,-0.003211119,-0.0039580218,-0.0017755885,0.004428255,0.006047532,-0.0003431942,0.00882061,0.008040734,0.0043059774,0.0095951315,0.007341833,-0.011603234,-0.011896877,-0.00092141837,-0.013559262,0.0088284705,-0.0017557375,0.00052066916,0.0028765018,-0.002127268,-0.009564894,-0.0022443489
SET,-0.33549905,-0.04262687,0.6295086,0.114749186,-0.01935883,-0.1577863,-0.43933126,-0.09966195,-0.0010556398,-0.01345981,-0.042077426,0.014565652,-0.019675907,8.591608e-05,0.029942626,-0.083028965,-0.025516195,-0.06512866,-0.00048562465,0.04806847,0.015147644,-0.019171722,-0.0054506743,-0.08756598,-0.04393354,0.105085984,0.06662594,0.048006058,0.04306006,-0.020278566,0.007941167,0.02952596,0.03901043,0.03125253,-0.064596266,-0.029747551
ZDHHC12,0.123053625,-0.011353728,-0.10898656,-0.07358914,0.054644942,-0.054579377,0.009099969,0.06190357,-0.0059713507,0.0058769262,-0.020493753,-0.023415891,-0.004268475,-0.00019572987,-0.006284897,-0.016295474,-0.01811155,0.0065688756,0.04106478,0.03382402,-0.01045244,-0.008869628,-0.011758679,-0.003673628,-0.021203712,0.0051616975,0.005872059,-0.02034886,-0.0033731754,-0.025212787,-0.004738026,-0.024742212,-0.0018764648,-0.031785335,0.033867024,-0.0005213163
IER5L,0.10029737,0.009905465,-0.098993845,0.03495191,0.044432234,0.017253933,0.061781365,0.008127129,0.006983806,-0.005913738,0.024144122,-0.0020818964,0.00663764,0.017793717,-0.022140693,-0.01709168,0.016780483,0.008325223,-0.023113599,0.006471595,0.013540594,0.021779079,0.013770378,0.023850106,0.028786168,-0.028470535,-0.011617638,-0.010016313,-0.02285246,0.0023031193,-0.005274817,0.002061046,-0.017629702,-0.0016468924,-0.006904661,-0.014704725
C9orf106,0.026108216,-0.0079522,-0.04370565,-0.0055217864,0.0010674136,-0.011422158,0.023993257,0.007966583,0.0035049617,0.0065935794,0.002186073,0.0014177471,-0.0010118737,0.0040603657,-0.015135339,0.0060000983,-0.0027643493,-0.0071243336,0.0060931,-0.019934902,-0.014202925,-0.004413598,0.008401042,-0.0036716408,0.0014047797,-0.010310106,-0.009802787,-0.0038579185,0.022462808,0.0025857382,-0.0019968841,-0.010764519,-0.0033766546,0.0013874174,0.00077837385,0.0017878682
C9orf50,-0.00842132,0.014862734,-0.022083296,-0.023321826,0.036184993,-0.0029145193,-0.007917615,-0.022483721,0.0012118107,-0.024977641,-0.02426155,-0.0038260017,-0.02197781,0.022875458,-0.003597338,0.03330115,0.033855885,0.052578792,-0.011791074,-0.024333607,0.027505934,0.004727142,0.06241144,0.027262613,-0.012266857,0.021468231,0.035895064,0.03911131,-0.048465766,0.0031278692,-0.015924513,-0.02448252,0.007151158,-0.00810276,-0.0014322686,-0.0002296975
