gene_symbols,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27,phi_28,phi_29,phi_30,phi_31,phi_32,phi_33,phi_34,phi_35,phi_36,phi_37,phi_38,phi_39,phi_40,phi_41,phi_42,phi_43,phi_44,phi_45,phi_46,phi_47,phi_48,phi_49,phi_50,phi_51,phi_52,phi_53,phi_54,phi_55,phi_56,phi_57,phi_58,phi_59,phi_60,phi_61,phi_62,phi_63,phi_64,phi_65
NNMT,-0.0015880918,-0.0020249109,0.0034772744,0.002541985,-0.0008111087,0.00078377663,-8.835841e-05,0.00067215745,-0.0005354761,0.0011856616,-0.00012982273,0.001004138,0.0018865928,0.0024614022,0.00045170798,-0.0021192692,0.0011152506,-0.0050658616,-0.00030944552,0.0012079946,-0.0049848394,-0.0014326813,-0.0008827089,-0.0042703,0.002975374,-0.002980687,0.0007660375,-8.8357556e-05,0.0035737166,0.0036767186,0.00027248412,0.0013811225,0.0009530651,0.0049138344,-0.0010753272,0.004458234,0.0017135455,-0.0010031026,-0.0011563239,-0.00036783307,-0.0010675334,0.0010135421,0.0012720965,-6.6262415e-05,-0.00018422786,-0.000737964,-0.001621915,0.00045708672,0.0018033738,-0.00044510033,0.0030272955,0.00021568529,-0.0011272932,-0.00019762987,-0.0011895875,-0.0014351136,-0.0006835903,-0.0023209741,-0.0005165726,-0.0020539658,-0.00082313427,0.0036051348,-0.00374157,0.0021345431,-0.0038564089,0.0027506098
IL10RA,-0.0042442433,-0.00081472413,-0.0031427979,-0.005127503,-0.00048177157,-0.0007281134,0.008709336,-0.003815045,0.010686201,-0.0034045777,0.002138624,-0.0077784527,-0.0034934047,0.0128869135,-0.002649599,-0.0035890238,-0.019815339,0.010677431,-0.0002633453,-0.002236055,-0.0010095446,0.0014421083,-0.0005878066,0.004841455,-0.011523227,0.0066565434,-0.0014386509,-0.007900184,-0.0008574136,-0.004136708,0.011128625,-0.00761228,0.010277915,0.014161962,-0.006026243,-0.003092258,-0.024670977,-0.014580588,-0.0017378428,-0.014401671,0.0068470337,-0.0007666803,-0.0101506505,-0.00964456,0.005686984,0.013690803,-0.0010448068,0.0011396152,0.0007264983,0.0144434525,-0.007214129,0.015894054,-0.008119395,-0.014729472,-0.0003974551,-0.01693343,-0.009685704,0.003962581,0.007732327,-0.011521159,0.010431124,0.0038865367,0.014726087,-0.01159424,-0.0005599717,0.004447728
JAML,-0.0039117043,0.001860723,0.0011690934,0.0026182646,-0.0015562398,0.0035297098,0.0067614354,0.0018415876,-0.008840234,-4.35616e-05,0.0071404097,0.016162336,0.03238679,0.013880351,-0.043472048,-0.020090979,0.0004205389,0.004287479,-0.033126187,-0.03190921,-0.003231964,0.0024523416,0.0007249514,-0.016566636,-0.012057007,-0.002999502,-0.0020009049,-0.016119871,-0.030926885,0.00013894403,-0.005470961,-0.025455775,0.0012629898,0.008791749,-0.005089259,-0.018845012,-0.024409864,-0.011538094,0.024473147,0.019333078,0.006008794,-0.017899102,0.04235617,0.024733676,-0.0024079466,0.0048519718,0.0016075128,0.009537598,0.006482707,0.0281239,0.005767935,0.0037123186,0.011962964,-0.015689792,-0.005749488,-0.016769934,-0.013967375,-0.009747193,0.0022677425,-0.009609446,0.026979368,0.0146570625,0.016414726,0.010398252,-0.007629536,-0.003109412
CD3D,0.0036484334,-0.001907163,0.0022276992,-0.0064010764,0.0018427362,0.0034206056,-0.0012717185,-0.0120718125,0.008041762,0.0017982938,-0.00070573663,0.0009594021,0.0025168813,0.0026916026,-0.003351084,-0.002449627,-0.00028157744,-6.327768e-05,0.0022288198,0.00637553,-0.0034355312,-0.005363164,-0.0034251565,-0.004027658,0.006734143,-0.0031124267,-0.004869562,-0.0017777524,0.006583803,0.0012983516,0.0043434897,0.0062752576,0.005973924,0.0065975166,0.0006890362,0.0034711405,-0.0029096582,-0.010842955,-0.004347548,-0.0044718953,0.0047878344,0.0064897267,-0.003190458,0.0042356662,0.0028665774,0.003975542,0.006038499,-0.004700247,-0.0032701069,-0.0025946728,-0.0046561263,-0.004890034,0.0007993316,-0.0049836272,-0.003256726,-0.008132079,0.004777489,-0.0042603323,-0.0013679288,-0.00097586465,0.0026024312,0.0006644075,0.0068120407,-0.0037476192,-0.0039708144,0.004036443
CD3G,0.011820321,-0.011289658,0.002532724,0.019155173,0.006304139,-0.0072869253,-0.020576032,-0.015554947,-0.049668632,-0.0056009716,0.018232074,0.0058888225,-0.0089864405,0.0008661145,0.0062941345,0.003967616,-0.0031839856,0.0064825523,0.018584311,-0.008022368,0.012074247,-0.004280175,0.004144767,0.0072916895,0.015582084,-0.0054662703,0.0055029835,-0.018039353,9.7185766e-05,0.010775969,-0.0048088282,0.0030278608,-0.004304583,0.00022358146,-0.011262789,-0.03148751,-0.011068779,0.00661218,-0.0053558727,-0.0033598542,-0.021071946,0.002108143,-0.0034792123,-0.024001885,0.006690264,-0.008754648,-0.00061201054,-0.007015285,-0.0047686943,-0.0010053439,-0.0056343856,0.006323616,0.0077557294,0.03042329,0.024490105,-0.0233813,-0.008074067,0.01896316,0.0051846206,-0.0029048775,0.029975388,0.003997963,-0.0049649733,-0.0057300935,-0.024313245,0.009384796
POU2F3,-0.003988309,-0.0053843455,0.00034192431,0.006814907,0.0005486581,-0.0025844078,0.0030412641,-0.007529249,-0.0072678817,-0.004588894,-0.010791402,-0.0128705185,0.0074080043,-0.023961639,0.013435924,-0.003928946,-0.0025136247,-0.0054011624,-0.04749986,-0.066533856,-0.04180873,-0.06560562,0.014683394,0.020742726,0.0020026527,-0.013922774,0.004354432,0.028003678,0.04647652,0.064379685,0.023697319,-0.013551549,0.0011854777,-0.008242357,0.06233768,0.089132875,0.07436788,0.074679755,-0.0006706652,0.010222631,-0.00773793,0.015162339,-0.012492344,-0.005664378,-0.025325289,-0.029190173,-0.025472825,-0.010799698,0.039002974,-0.0016542489,-0.013877828,-0.009177967,0.011555666,0.003758026,0.013452098,0.014781279,-0.0057068896,0.08861828,0.053446148,0.06902741,0.07613986,0.100644596,0.15253909,0.030294584,0.108612575,0.05843505
UBASH3B,0.0015938446,-0.004065788,0.004681104,0.0031428123,-0.0014254212,0.0039645657,-0.0028742629,-0.0077134212,-0.00079539965,-0.0015636088,-0.0031086402,-0.0015324557,-0.001344074,0.0005756224,-2.6563619e-05,-0.0017657441,0.00056448794,0.0027214026,0.0051263827,0.000967356,-0.0004677346,0.001915815,-0.0028991587,0.000563185,-0.0021602516,0.0023713287,-0.0025869985,-0.0020435064,-0.00039355888,-0.00030935946,-0.0026413393,-0.004783492,-0.00038680976,0.0013590123,0.0037128432,-0.004908064,0.0016911977,0.0010984812,-0.0017479134,-0.0007767266,0.0075774365,0.0021541202,-0.0006386049,-0.0004958215,-0.0044229673,-0.00090631784,0.0053025056,-0.003165653,-0.002845391,0.00086587656,-0.003596639,9.076422e-05,0.010221667,-0.0003113469,0.0013730918,-0.0012320909,0.005363145,0.0007504821,0.001067994,-0.0009332375,0.0009203582,0.0020358618,0.0054536858,-0.0017977228,0.0011045184,-0.00043828742
HSPA8,0.012197268,-0.0036609708,0.0021694256,-0.011015613,-0.007986045,-0.0070782546,-5.0262042e-05,-0.015619745,-0.013968747,0.011863482,0.016662577,0.008046255,0.004428065,-0.005127139,-0.0031370714,0.0014478441,0.0050085466,0.0070218164,-3.2074404e-05,-0.0088572195,0.0017982759,-0.005571862,-0.0028631033,-0.0036500827,0.009950105,-0.005219766,-0.0089354105,0.0031922038,0.00050396106,-0.0029412808,-0.0022366734,0.010088152,0.008444914,-0.0047293925,0.00896553,0.023762682,-0.0092280805,-0.004558316,-0.008674683,-0.009258942,0.018669233,-0.005936511,-0.013729182,-0.0017771942,-0.0030927323,0.00093457097,0.018446907,-0.005675142,0.001459555,0.003721234,-0.0028085795,-0.01996737,0.01728198,0.013525314,-0.012628171,-0.006929138,-0.00042491296,0.0017634761,0.0011958696,-0.011648577,-0.0015560806,0.0056338017,-0.008752238,-0.007435678,0.0054614334,0.0023720984
SCN3B,-0.0019510565,0.0014167044,0.0014680227,0.0018355891,-0.0024507553,-0.0031198845,0.00090315,0.0032859587,-0.0016003668,0.0026532807,0.0027836778,-0.002819283,-0.0015505314,0.002629035,-0.00071637915,-0.0038480095,0.00071815157,0.002472496,-0.0005554159,0.0011601917,1.961787e-05,-5.5366334e-05,0.00038369664,0.0003908322,0.0018844439,-0.0022760192,0.0015757113,-0.0023855912,0.005941955,0.00014009852,0.00016725385,-0.00039821837,-0.0029189815,0.004341067,-0.0027408174,5.2155043e-05,0.004704444,-0.0036665874,-0.0023791795,0.00030471283,8.4449246e-05,0.00049733487,0.0021624446,-0.004134303,0.0043858467,0.00074391026,-0.00089029555,-0.0013776894,0.0030523343,-0.0025214073,0.0035478212,0.00043911577,-0.0018602228,0.0030383992,0.002655355,-0.0057059145,0.0014541871,0.0012446834,-0.002704851,0.0012422896,-0.0005476713,-0.0017868314,-0.0006369499,0.0012622878,-0.0045196363,0.00012378971
VWA5A,-0.0056976485,-0.0015169145,-0.0034523709,-0.0035834212,-0.004300096,-0.0015751811,0.004263525,0.0078138495,0.0039815325,-0.002540347,0.0020183888,-0.0015639629,0.0067781853,0.0035789444,0.005762624,0.0016642615,0.0064914986,-0.002887381,0.0072701788,0.0027149245,-0.010752189,-0.0031411818,-0.0009852699,0.0024531693,-0.005643489,-0.0013572468,0.0037334114,0.00060541765,-0.00027411105,0.0008470345,0.0015000429,0.0003328707,0.0016285481,0.009586619,-0.00387484,0.0019635435,0.002656796,-0.009302549,0.0014933265,0.0112576885,-0.0034674918,0.0016556747,0.0069592,-0.0022922694,-0.0014806013,-0.0023997193,-0.00052954175,0.0016439756,0.0055417065,-0.00015021488,0.0022435482,0.001422855,-0.010974632,-0.00479718,-0.0013933489,0.0007238555,-0.0032091655,0.003336252,-0.0031156589,0.003237126,0.004791198,0.0014323302,-0.0007367449,-0.00047023778,-0.0016172084,0.0032229484
ESAM,-0.012353866,-0.0072416784,0.0023625412,0.0002492127,-0.021237472,-0.004556829,0.009837922,-0.00048797193,0.0037219245,0.02097634,-0.0011163583,-0.002851473,0.0010521298,0.009302782,-0.0045050737,0.0044975816,0.01631039,-0.0010725112,0.008433984,-0.016263904,-0.0044447854,0.0019461502,-0.0007645806,-0.0072090235,0.002516355,-0.009762721,0.005153291,0.003907251,0.0054037366,-0.0017010472,-0.0030247893,-0.009737573,0.006221445,0.0019333505,0.0021516888,0.012719977,0.01139874,-0.006153958,-0.013529181,-0.003988919,0.031252757,0.002433158,0.0032439618,0.00075989345,-0.008137251,-0.0013883974,-0.0032392782,0.004672458,0.007506675,0.013743521,0.007873975,0.023523819,-0.002275947,0.009426095,-0.045680296,-0.01161594,-0.005562954,0.0034667582,0.0010686708,-0.008390135,-0.0042364914,-0.005728119,-0.011768057,0.007372801,0.0123418085,-0.0004310657
FEZ1,0.007622183,-0.005455402,-0.003935517,-0.003886611,0.009173764,0.01478641,-0.0121762315,0.0009904538,-0.005736348,0.00021058987,-0.0035043987,-0.00080940884,-0.0036049294,-0.00013885954,-0.0022136557,0.00074766454,0.00046407594,-0.014841776,0.004904438,-0.003547155,0.0027039414,0.0027182708,0.008662784,-0.008464183,-0.0031075343,0.0033247585,-0.0033161202,0.006177768,0.0010125762,-0.00020179481,-0.0021049348,0.0023566443,0.0030305919,-0.0052728,0.0076939883,0.004848309,0.0023474975,0.00013318613,0.00570359,0.0004560427,-0.018367948,0.0093173515,-0.011747954,-0.0017773748,-0.00020460344,-0.011123582,-0.011995305,-0.0023632576,-0.0023178656,0.007081142,0.0015320831,0.007779367,-0.014868014,0.014041571,-0.006278113,0.008370486,-0.006728866,-0.0029428988,0.0018346284,-0.0011192432,0.0016896105,0.0068644797,-0.0014033316,-0.0026145335,0.00396719,-0.0024730123
ETS1,-0.0014135477,0.0020739685,-0.0005796367,-0.0021224185,0.00093419483,0.0014619866,0.0028457062,0.00081357325,-0.0015168692,0.001834777,-8.7731045e-05,-0.0036302258,0.006681979,-0.0010912566,-0.001196434,0.001777264,-0.002304825,0.0034313218,0.0015086466,-0.0013412567,0.0029531082,0.0022285657,0.00055844436,0.0046621705,-0.0011244507,-0.0011845104,-0.00023747403,0.005135535,0.0029813424,-0.0039509274,0.0008814022,0.00060678786,2.5358977e-05,0.0008400008,-0.0020093613,-0.001145463,-0.0029837128,-0.0016562785,-0.00015836272,0.0044216407,-0.0011432188,-0.0003502017,-0.0018328471,-0.00061770726,0.0011054752,-0.00048443448,7.345985e-05,-0.0022798136,0.0014853481,-0.0016867588,0.00014061354,-0.0009451648,-0.001986091,0.0004357173,-0.0020384032,0.0003738552,-0.00048095736,0.0010020818,-0.0010189745,-0.0048430464,0.00035127567,0.0020901992,-0.0020617615,0.00025392577,-0.0027086893,-0.0013597908
APLP2,0.00066316803,0.003379511,7.698563e-05,0.012321044,-0.0032093017,-0.0062769847,-0.0005189181,0.000121500154,-0.015060793,-0.0018437891,0.0030636757,0.0057255547,0.0019647216,-0.0069402047,-0.0072714034,-0.0033538074,-5.697137e-05,0.0023281695,-0.008125114,0.0009937336,-0.003786824,-0.0070160846,0.0033999223,-0.0039109415,-0.0047498024,-0.0026420986,-0.0023975386,-0.0021069623,-0.0027280494,-0.00024552463,0.0031204517,0.0074187373,0.0052856817,-0.009652081,-0.0018609879,-0.0012719231,-0.007179379,0.0074145566,0.005240524,0.0031360458,-0.0048968005,-0.008190883,-0.0028941885,0.0013715039,-0.0016913611,-0.001079912,-0.00016908345,-7.4288932e-06,0.001340815,-0.00065618166,0.00023489611,-0.008569941,0.009329162,0.0040499596,0.0031936031,0.004210317,0.0028498545,-0.0083500175,-0.0003191498,0.00072660984,0.009272684,0.006247355,-0.005428817,-0.0056339405,-0.0036230413,-0.0038724428
ADARB2,-0.00068664615,0.00032901214,0.0016121193,0.0012419721,-0.00045170594,2.0757689e-05,0.00070995255,-0.00052818254,-0.00030919389,-0.0014264022,-1.8616101e-05,0.00024313746,-0.001945831,-8.831924e-05,0.00064825756,-0.00017284934,-0.00032248,-0.00077164196,-0.00021140023,-0.0004531139,-0.00085957267,-0.00095272146,-0.0018624631,-0.002650271,-0.00058737403,-0.0006210583,0.00011005259,-0.0026995786,9.868409e-05,0.0010870337,-0.00014618904,-0.0011207314,-0.00024698745,-0.0005368425,0.00093121827,0.0006015351,0.0010929954,0.00043382097,-0.00029459666,-0.0013690419,0.00071932806,0.00049153605,-0.00013459896,0.0005206812,0.0003435041,0.0004613058,-0.0006172722,4.599038e-05,-0.00036832175,-0.0002020276,4.200887e-05,0.000183937,0.0013402933,0.00013169492,0.0005153564,-0.00063674134,0.0006890364,6.345515e-05,0.00031960063,0.0019730788,2.104379e-05,-1.0433702e-05,0.00042458385,-9.540325e-05,0.0002631621,1.8863238e-05
KLF6,-0.010165448,-0.030643355,0.0053019235,-0.010313656,-0.0013761988,-0.019080168,0.009734971,0.017645871,0.0056314007,8.643479e-06,0.01751129,0.005440162,0.017472535,0.025981205,-0.017871413,0.0053242594,0.011334057,-0.002569549,-0.006746562,-0.007762526,-0.021883603,-0.015210187,-0.015318388,0.008221813,-0.0046309116,-0.02446642,0.0045781713,-0.0056972583,0.0014272487,0.015273701,0.014785884,0.0063696974,0.024261484,0.02174155,0.0034918648,0.016038673,0.0010851958,-0.04015745,-0.004025254,0.0030995773,0.0034296585,0.0016759541,0.019787716,0.0021384289,-0.008467535,-0.0001826412,0.0004832485,0.0066352403,0.00037355613,-0.0062946,-0.007010805,0.001336041,-0.010508888,0.005664053,-0.0018548003,-0.009282981,-0.0023289868,-0.004940985,-0.017018475,-0.008869898,-0.00088113535,0.0033533403,-0.0051241834,-0.0026815855,-0.009269711,0.02978507
TUBAL3,-0.004867631,0.001462968,0.0011856449,-0.0016847976,0.0016121032,-0.0001554035,0.0007788972,0.0073644514,0.001994435,0.0034694807,0.0029308395,0.0040974263,0.00019519927,-0.0034799683,0.0041577467,0.00023959717,0.004039905,-0.0037164155,0.0061834026,-0.0062484997,0.0053803204,-0.0024061408,0.0012911453,-0.0016824246,-0.00092826644,-0.00049897394,0.0005457029,-0.0006122352,0.00022136865,0.002155699,-0.0010569328,0.0015015944,-0.0050236727,-0.0003162816,-1.6871707e-05,-0.0015603767,0.0032699124,-0.0031369743,0.0036582826,-0.0029849224,-0.004861417,0.0021956856,0.004552242,0.0066791293,0.0040351194,-0.0018500391,-0.0011565341,0.0019931782,-0.0011795785,-0.003300973,-0.004477003,0.006136895,-0.008411682,-0.0031572618,-0.004070464,-0.0052716187,-0.003731671,-0.0053639174,-0.00075173215,0.0042782724,-0.005324566,-0.0008443865,0.002973204,0.005714197,0.002186449,0.0038418067
CAMK1D,-0.006116865,0.0057668816,0.0034531718,0.012224857,-0.0038970984,-0.008827508,0.002193421,0.0056841145,-0.0075498964,-0.0043989825,0.0012812008,0.009966637,0.02288482,0.008054607,-0.03263098,-0.0032842844,0.0067061572,0.0013168076,-0.02806047,0.005372755,0.00085443305,-0.0010582595,0.008268923,-0.010153776,-0.006634169,-0.005413822,0.012953189,-0.024197822,-0.01453763,0.0076573677,0.0035407953,-0.016704537,0.00072547933,0.007242209,0.009224758,-0.011714489,-0.0038364136,-0.0060927887,0.011367816,0.012431055,0.008363698,-0.0073839803,0.028740967,0.0069718757,-0.008339351,-0.00011646097,-0.008467522,0.007262598,0.017454796,-0.008519182,0.008229699,0.003921014,-0.00023164542,0.004100963,-0.009680319,0.011492712,-0.013660405,-0.0031520664,0.013936843,-0.007703299,0.019751374,-0.0006722185,-0.0027571109,-0.0071661803,0.001114005,-0.0035915342
OPTN,-0.008942996,0.0013899555,0.002039202,0.0028177965,-0.0055456623,0.0034701647,0.0061770543,0.0034413098,0.0026777827,-0.005627833,-0.0006806924,-0.0015024316,0.0013069294,0.0021418822,-0.0073814434,0.00070213946,0.0016650223,-0.0018570749,-0.0026890247,0.0054149115,-0.015056201,-0.0016467571,0.00446954,-0.0077159638,-0.0041392064,-0.0013922701,0.010015237,-0.0010425136,-0.0016375489,0.00014785604,0.0048002526,0.0019003918,0.0061403494,0.026378501,0.01138894,0.008080325,0.008049441,-0.014433844,0.01330276,0.00015575145,-0.0052446444,-0.00070359505,-0.0014937683,-0.0018319906,-0.0020042192,0.007583653,-0.0099882,-0.0020839977,0.018899418,-0.0026061193,-0.010580874,0.0025762229,-0.01330742,0.0028407357,0.0039981375,-0.010755218,-0.004394576,-0.016297327,0.0007655069,-0.0049486044,0.0045272,5.6388166e-05,-0.009590835,-0.007195552,-0.014193888,0.011223776
FAM107B,-0.002631979,-0.0027848296,0.0039765094,0.0059070443,-0.002519197,0.0037526172,0.00088145107,-0.0035519172,0.0006906166,-0.002064357,-0.0028773118,-0.00030858212,-0.0018557013,0.016933324,-0.0049845725,0.010130852,-0.004098538,-0.014263498,0.009755182,0.0058351075,-0.022116045,-0.0061320593,-0.0012152377,0.0007048154,-0.0009029647,-0.0071055,0.0017520736,-0.00398195,-0.001333514,0.0048678047,0.0042007645,0.009031417,0.0065213726,0.007513458,-0.0075933803,-0.002569184,-0.005625441,-0.016559765,0.006249785,-0.016075123,0.00391174,0.008097784,0.006014096,0.00034756813,0.014766917,0.010033721,-0.0053864866,-0.013733215,-0.0011275942,-0.003840445,-0.027649097,-0.00605878,0.0037969365,0.008606619,0.0049109343,0.005377206,0.006474563,0.0024461383,-0.0065772617,0.017042838,-0.0047705066,0.0039684693,-0.0043136156,-0.0062688333,-0.0026093468,0.01845011
CUBN,0.0012833407,-0.0048702843,-0.0005460475,0.001209716,0.0019525099,-0.004341936,-0.0029946314,-0.0006091841,0.00041070997,-0.005393046,0.0016048088,-0.002836522,0.0043492895,0.0026174376,0.0023515678,0.0010757186,9.317211e-05,0.00892664,-0.0026610356,0.0017423859,-0.0025978882,-0.0012618089,0.0034556175,8.661403e-05,0.00049157103,-0.0026102203,0.004850121,-0.0062916493,-0.00095276337,-0.0006654121,0.0021504355,0.0052951453,-0.0040254407,0.0034188428,-0.0018734952,-0.001853814,-0.00041618,-0.0032450487,-0.0013067027,-0.0016678387,-0.0024930758,0.0027110258,-0.010736486,-0.0004019958,-0.0010617333,0.0040913746,-0.0033808358,0.0005889365,-0.0013350549,0.005587756,0.0039240364,-0.0008798159,0.0019830428,-0.003601782,-0.0017975896,-0.0009321056,-0.0014375593,0.0014322904,0.009466293,-0.003259593,0.0030562014,-0.0060566757,0.00877195,-0.00035429688,-0.01350261,0.0013089546
VIM,0.0044445493,-0.015677728,0.01588746,-0.0048663537,0.0052814074,-0.0016531051,0.000553224,-0.025123116,-0.0046570734,-0.0036437488,0.017351305,0.0016160964,0.0071611386,0.009917308,-0.014698954,-0.006053468,0.010907928,0.017187605,-0.0066080657,0.0115880845,-0.0053949486,-0.012660353,-0.0068285586,0.018504072,0.0034577316,-0.015573922,0.0018624428,-0.015325436,-0.0047089127,0.013191346,0.021429498,-0.0016025264,-0.0042234412,0.014137496,-0.017998287,-0.010994357,9.9348435e-05,-0.013491212,0.0011042991,0.0150200175,-0.017540265,-0.019292424,0.015450097,0.0017741574,0.0053092823,0.015290837,-0.009200786,-0.007495783,0.013583622,-0.021193204,-0.0074667153,-0.032365896,0.03420296,-0.0117142815,0.029169666,-0.0112124225,0.013226415,0.0013409965,-0.009925088,0.0024481963,0.009898865,-0.004067132,0.0018415594,-0.004725582,-0.017789999,0.018610906
STAM-AS1,0.00072131085,-0.00075224263,-0.00029667316,-0.0014087606,-0.0008670823,-0.001490605,0.00084873487,0.00022004092,-0.0032253994,0.0035895684,-0.0010553612,0.0027423857,-0.00051903626,-0.005042617,0.0004277281,0.0019798803,0.0004409223,-0.00066211185,-0.0008722315,0.0013271867,-0.0030830111,0.0026105235,0.0013111999,-0.00076475495,0.0018084692,-0.004324603,-0.00021234399,-0.00037719018,-0.0017744134,0.0038661999,-0.0011009481,-0.00364575,0.0009825014,-0.0026275339,0.0040776613,0.0031139941,0.0008027811,0.0052046496,-0.0012503661,0.0003566126,0.0053842855,-0.003918436,-0.0009083873,0.0038135205,-0.0009983295,0.00023557489,0.002210107,0.0008552993,-0.0001887195,-0.0018369105,0.0032533281,-0.0014082295,0.000972041,-0.0019852694,-0.0033426033,-0.00021040278,0.0005585407,0.00040902672,0.00026381627,-0.0016959453,-0.00066256925,-0.003213769,-0.00014217228,-0.0014611315,-0.00052456633,-0.0018875536
MSRB2,-0.004120221,-0.0014868269,-0.00079978735,-0.0073620863,0.005607982,0.0034706902,0.0011287594,0.011385842,0.0062804064,-0.005093384,-0.006293265,-0.0021670067,0.0021449558,0.002892697,0.0019932822,0.00035562404,0.0025945778,0.000699185,0.005022993,-0.0021785444,0.002171506,0.0046356716,0.0029189514,0.0052684844,-0.008645009,0.00246298,0.004507445,0.0017502503,-0.0010598511,0.0048885103,-0.0026894626,-0.006184514,-0.00917866,0.014263743,0.0047115153,0.000281881,0.0073876875,-0.0016982016,0.0027653766,0.0039667636,-0.004305664,-0.00061440485,-8.882232e-05,-0.005492514,-0.0063566393,0.0043717893,-0.011855181,0.007434837,0.0017485816,0.00039010044,0.0127682965,0.0080772815,-0.01815908,-0.0101942625,0.007172781,-0.0015578853,1.2476874e-05,-0.0047801756,-0.0019562042,0.0030529203,0.00020703544,-0.00805455,0.0043865377,0.0033887073,-0.0029350675,0.0011863011
WAC-AS1,0.0004620295,0.0025111975,-0.0024563612,-0.0049362998,0.003647636,0.005485571,-0.0022282917,0.0027535632,0.0032929373,-0.0017686136,-0.0035474808,-0.0014209895,0.0036838152,0.004676455,-0.004909918,-0.0041878275,0.0017705581,0.0024193774,-0.0020793139,0.0047578565,0.0030551322,0.0010521982,-0.00039302383,-0.0026920852,-0.0064483774,0.002153937,-0.00023445468,0.0013418535,-0.0017287167,0.0015765929,0.00033316185,-0.004342072,-0.005048872,0.00034937012,0.0062781116,-0.0035120817,0.0038117543,0.0017026346,0.0049061663,0.0010061666,-0.004202709,-0.0019959684,0.0041678394,-0.0004197628,-0.0007181621,0.001118549,-0.0074509275,0.0032208546,0.0025742236,-0.0033736778,0.0010195551,0.009063735,-0.008393363,-0.0064090113,0.0021807323,0.0036846162,-0.0017168771,-0.0024785437,-0.0027454025,0.0054726563,0.0025223726,-0.0034099347,0.0009532943,0.0011261239,0.0038015225,-0.0022472364
ZEB1,-0.0027078534,-0.0008864844,0.004619574,0.002501548,-0.00579388,-0.007982715,-0.0027301803,-0.0020404574,-0.0045847213,-0.007134521,0.00014482044,-0.000365103,0.0023156274,0.0038823914,-0.0014181188,-0.0032930127,0.0002567081,0.0039558774,-0.0036238946,0.0018888941,-0.005656998,0.0002036689,-0.0030204111,0.004565261,-0.0043572374,-0.0042701606,0.0031824918,-0.0017181105,0.0026335698,-0.0019055966,0.0032479246,-0.0008087,0.0055816276,0.0052378466,0.0018670942,0.0058532506,-0.0012443608,-0.006430077,-0.0026254074,0.0015513052,0.012053702,0.0004149823,-0.00483689,-0.0008554033,-2.0307367e-05,-0.0037026019,-0.0012720517,-0.0014458131,-0.0022405563,-0.0008643329,0.00078284205,0.0024095303,0.008938356,0.003609702,0.007134086,0.0040694373,0.00078331685,0.001657082,0.001367176,-0.0019563872,0.00047601503,0.0008832449,-0.0033019232,-0.0025789181,-0.005490462,0.0017534053
NRP1,-0.0008723153,-0.0005888028,-0.0018674718,-0.0015517821,-0.00022122216,0.0014785148,0.0021035422,0.00075520534,0.0005792957,-0.0013167186,-2.5316234e-05,0.0025582109,0.001885879,-0.00095359207,0.005053687,0.0010920337,0.004395736,-0.0001260051,-0.00046477836,0.0018110567,-0.0025657096,-0.0074180984,-0.00041184368,0.000119980214,-0.0007130025,-0.0015726195,-0.00067826913,-0.0013685848,0.00019445934,0.0005107262,0.0056846775,0.003313466,-0.003438294,-0.0029883087,0.0033198465,-0.002546827,0.0023577379,-0.013007643,0.00026681618,0.002023351,-0.0036206727,0.0008991397,0.002935446,-0.0016497445,-0.006330091,-0.0048093814,-0.00277456,0.0021720007,0.0019281455,-0.00054238125,0.006259532,-0.0010523709,0.0009561501,0.0002535625,0.0019350785,0.008395307,0.002630763,-0.006079056,-0.0044973306,-0.0006966164,0.0011790863,0.00038120695,0.0026129528,-0.0006331052,0.0009712292,0.0085723465
CREM,-0.010919802,-0.008446939,0.011652669,-0.0033091423,-0.0145443985,-0.02418782,-0.0007684062,0.023658812,-0.0011203674,0.0065336404,0.043683916,0.00023606377,0.0001333822,0.010619228,-0.0015273268,-0.0032196555,-0.0018102586,0.004799748,0.00033819998,0.0099552,0.0024773804,-0.013984069,-0.009441049,0.013610617,0.0062999725,-0.026948666,0.004953389,-0.0005854864,-0.00090720895,0.0081338035,0.014825223,-0.00075007736,0.012814773,0.022999967,-0.021223815,0.012130057,-0.021081526,-0.023320798,-0.0073887445,-0.009911259,0.003038882,0.009930367,0.007750411,0.0010638541,0.015540206,0.005790143,0.020867784,-0.0043126736,0.0006252838,-0.00820074,0.0022300729,-0.006829633,-0.0055302423,-0.002390079,-0.009576053,-0.045557395,0.012500215,0.0037041015,0.01885402,0.0071979384,-0.001735882,0.012401037,0.0059790676,0.0010544504,-0.01416572,0.0070245913
