,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27
LINC01115,-0.00055051746,-1.04524354e-07,-1.4642827e-09,-2.2551585e-09,0.0010953073,-6.5016383e-09,0.0013601033,-2.7111351e-12,3.9979383e-14,-1.9272612e-14,5.961575e-08,-3.1561285e-13,2.3461578e-07,8.737413e-15,-5.642077e-15,1.8052845e-09,-7.0267414e-15,-3.363534e-09,4.6775826e-14,3.5586723e-08,2.1331426e-13,9.120704e-10,0.0008220924,-4.219015e-09,-0.00012378067,-3.5718166e-14,1.1401188e-08,8.5157975e-05
LINC01116,0.000106317246,-1.2379127e-07,-9.459503e-10,7.877178e-10,-0.00055996724,2.8210174e-09,-0.00040414406,-1.7526949e-12,8.118736e-14,-4.1892705e-14,-6.383623e-09,-5.4064368e-14,4.7085162e-08,1.7550515e-15,-1.0271074e-14,-6.292062e-09,-3.133991e-14,-4.103025e-09,1.0943166e-14,-4.02456e-08,1.4687742e-13,-2.4572475e-09,-0.0015003633,-1.3527928e-08,-0.0015688702,4.2677365e-14,1.4996195e-08,0.0006694006
LINC01122,3.8129136e-05,-1.7679591e-07,-1.0485958e-08,2.567732e-08,0.013802451,-6.0053466e-08,0.013812494,3.643375e-12,7.484132e-15,-2.8553974e-13,-2.6850057e-07,1.1704738e-12,1.334359e-07,4.8462643e-15,-5.91752e-15,8.173924e-09,2.4042281e-14,-2.0324688e-08,-3.9793672e-14,7.6576285e-08,6.044316e-14,1.1070203e-08,0.023675075,-8.999767e-08,0.0076112514,2.776926e-13,-1.3759045e-08,-0.023308398
LINC01141,5.699166e-05,-1.0142755e-07,1.9799966e-10,1.33372e-09,0.00047714254,-2.1329448e-08,0.00056709966,-9.953391e-13,4.6836097e-14,-9.131597e-14,-8.47112e-08,-1.0767442e-12,1.321512e-07,1.2772324e-14,-4.985295e-15,-1.6419435e-09,-1.9448865e-15,8.473237e-09,-2.2245385e-13,-3.094747e-08,-2.412337e-14,-1.28756525e-08,-0.0005272967,-2.2422864e-08,0.0033893667,8.305884e-14,3.1564106e-08,-0.0014113603
LINC01150,-0.0016741882,-3.1589178e-07,6.528747e-09,3.6860886e-08,-0.0008938143,-3.1609087e-08,0.00051311124,-3.542097e-12,7.859518e-14,-3.9919562e-13,3.7439957e-08,1.6222096e-13,6.240078e-07,-1.0271263e-14,-1.5369101e-14,3.8001575e-09,7.599432e-15,-6.2867227e-09,-5.1705012e-14,8.7118515e-08,-2.2481695e-13,-1.9911333e-09,0.00018099528,1.0060974e-08,0.0022336307,-5.201561e-14,8.369633e-08,0.0016644615
LINC01160,-0.0015266528,2.5476832e-09,2.7452205e-09,-3.0443796e-09,-0.0014763252,4.807024e-08,0.00086274877,-3.7600694e-14,-1.2422128e-13,2.2127708e-13,1.0942629e-07,7.678134e-14,-3.22407e-07,-3.3906593e-15,8.237392e-15,5.919385e-09,-8.158217e-15,1.3278141e-09,3.730451e-14,-5.5865247e-08,-7.372483e-14,4.016973e-09,0.00030616004,4.872996e-08,0.0032368882,-9.328392e-14,-2.216941e-08,-0.0021569428
LINC01162,0.0004290779,-2.3691636e-07,6.6568653e-09,1.5992017e-08,0.011926873,-5.366933e-08,0.012688507,-6.8148013e-12,-5.6911554e-14,-3.574516e-13,-1.4734594e-07,6.0676773e-13,2.1530404e-07,6.541982e-15,1.5656157e-14,-3.010632e-09,1.6920965e-14,2.1430802e-09,2.1858719e-13,4.7161254e-08,-9.114652e-14,5.8498144e-09,0.018402776,-7.665512e-08,0.0037648317,2.1957231e-13,1.2904359e-08,-0.019367293
LINC01164,-0.00090023706,-9.3850396e-08,-1.301594e-09,1.6417099e-08,0.0013554429,-2.6536172e-08,0.0027105117,4.0940107e-12,-1.0565313e-15,-2.743882e-13,-1.2692999e-07,1.3492994e-13,-2.3950366e-07,4.0298795e-15,-2.302625e-15,9.388933e-10,-6.701406e-15,2.594457e-09,3.8646498e-14,2.8837405e-08,-4.1849692e-14,-6.620845e-11,0.001688158,-3.2912602e-08,0.005258184,1.746687e-13,-2.4731193e-08,0.0024233821
LINC01186,-0.001436777,-6.3016024e-08,-5.9970566e-09,3.6540633e-09,0.0003281158,9.048806e-09,0.003077084,5.076753e-12,-4.3126195e-14,-3.024587e-13,-4.0685496e-08,1.3035918e-12,-3.4810313e-07,-1.108482e-15,4.0614058e-14,-5.029668e-10,-1.8919274e-14,5.271205e-09,-1.8561658e-14,9.545987e-08,1.3949815e-13,2.425435e-09,-0.0042630173,-1.4254161e-08,0.0040818197,2.9781307e-13,-4.1531937e-08,-0.0013687685
LINC01194,0.0031482251,-2.4994102e-07,7.714244e-09,-5.4004207e-11,0.019453116,1.2369146e-08,0.019935908,-1.30900716e-11,2.2271513e-14,-3.643801e-13,-2.644602e-08,1.5671157e-13,7.2356244e-07,-4.550691e-15,-1.3105814e-14,-7.3802506e-09,1.5126917e-14,-1.8168e-08,-5.194134e-15,-6.7003974e-08,-4.302314e-14,-8.194496e-09,0.024639659,-7.661728e-08,-0.0056784134,2.219613e-15,7.082949e-08,-0.036607217
LINC01197,0.0012734773,3.1634297e-08,1.7469597e-09,-5.209491e-09,-0.0023530358,1.864467e-08,-0.0026087689,2.0998212e-12,1.0759163e-14,2.526089e-14,-4.2619913e-08,5.2737298e-14,-6.173522e-08,-3.878732e-15,1.1790515e-15,1.4472182e-09,-4.327008e-15,-9.856057e-09,2.478909e-15,-3.3136676e-09,-3.3307545e-14,5.8307617e-09,-0.002101188,2.8422427e-08,-0.00031699106,7.0962035e-14,-2.3192587e-08,0.0017064546
LINC01201,-0.00083089,-4.039601e-07,7.85362e-09,1.9333292e-08,0.002004289,-5.2728026e-08,0.0042943424,-3.615437e-12,2.4256224e-13,-9.381963e-14,-3.6326472e-07,5.358983e-13,9.968448e-07,-4.0575606e-15,7.209631e-16,-8.419886e-09,-1.3765413e-14,-1.0660658e-08,1.619683e-13,2.6480281e-08,1.0074097e-14,2.8286493e-09,0.005272094,-9.422475e-08,-0.0008905021,-9.559184e-15,5.8086485e-08,-0.0040473663
LINC01210,-0.00022263208,-2.0007147e-07,1.8888857e-09,-3.6123403e-08,-0.0007763839,-7.3332314e-09,-0.00086545903,9.771129e-13,1.1603847e-13,6.2364935e-13,1.2047525e-08,-1.4013453e-13,6.345084e-07,5.251527e-15,-7.20676e-15,-3.9771946e-09,-3.5042763e-14,-1.6502966e-08,-9.006886e-14,3.8872217e-09,1.7764883e-13,-2.9189549e-09,0.00056049856,-7.3323108e-09,-0.0024357475,1.7263551e-14,2.035152e-08,-0.0010987964
LINC01222,-0.00073834526,-1.4537305e-07,2.7708915e-09,2.1058478e-08,-0.00022477169,-1.2689729e-08,-0.00074955536,1.1614888e-11,1.088598e-13,-4.6230825e-13,-3.0230373e-07,1.3774499e-12,4.1081475e-07,7.8833e-15,-2.9703513e-16,-3.3318592e-09,-4.4350157e-14,-8.069048e-09,5.675511e-14,1.4291914e-08,-9.5978164e-14,4.1933e-09,-0.00023836017,-7.858895e-08,0.0015992766,4.351478e-14,5.40353e-10,0.00050664746
LINC01226,3.0451438e-05,1.1466641e-07,-7.4383326e-09,-6.8010303e-10,-0.0003451551,6.5779235e-09,-0.0015031241,-2.0060947e-12,-1.4162568e-13,-1.4694668e-13,-8.679487e-08,7.0010593e-13,-6.0396366e-07,-1.3272291e-14,-3.585991e-15,-3.296752e-09,-7.8495915e-15,7.2995627e-09,4.6415745e-14,-1.7214934e-09,-3.620289e-14,1.3498769e-09,0.00056563225,-3.054912e-08,-0.0020734186,7.322861e-14,-3.958209e-08,0.00295984
LINC01227,0.00015447172,-7.13464e-08,1.1775461e-08,8.282971e-09,-0.00093213405,1.1823091e-08,-0.00195906,5.682473e-12,3.448371e-13,-5.0307025e-14,-9.420823e-08,2.6368455e-13,-2.4083906e-07,-1.6329508e-14,1.5214107e-15,2.2473707e-09,1.853709e-14,-2.962134e-08,1.1761698e-15,-1.2108267e-08,-8.541675e-17,7.4463097e-10,1.0846123e-05,5.981287e-09,-0.0018784002,4.9482367e-14,-2.3279815e-08,0.002030802
LINC01232,7.513392e-05,-2.7241418e-07,1.4513468e-08,1.3637296e-08,0.0016465045,-4.1780623e-08,0.0019952904,-1.4459779e-11,2.5376795e-13,-3.7601508e-13,-1.1499084e-07,1.0773421e-13,5.2148033e-07,-1.3185533e-14,-2.5802157e-14,-8.478381e-09,-1.2471206e-14,-2.5898293e-08,4.2713303e-14,-5.984333e-08,-1.0122752e-13,5.0435534e-11,0.00064849766,-5.7719202e-08,-0.004960323,-4.2660818e-13,5.992319e-08,-0.0011451537
LINC01237,-5.1441315e-05,-1.3025317e-07,-3.947e-09,1.3040758e-09,0.005083694,-1.464814e-08,0.0073606195,-1.7993752e-12,2.4266854e-14,-1.9247954e-13,5.2322335e-08,-5.3525375e-13,2.710291e-07,1.048733e-14,6.9704137e-15,5.4633764e-09,2.5812967e-14,8.3886995e-09,-1.358559e-14,4.4121517e-08,-2.9160278e-14,-5.397362e-09,0.0063867266,1.8966176e-08,0.0052360347,-1.0825161e-13,4.7827985e-08,-0.01234734
LINC01247,0.0018171823,-1.4318397e-07,4.8590287e-09,-1.629052e-08,0.002553801,-4.8552256e-08,0.00026270797,2.8066956e-12,1.8460737e-13,1.866867e-13,-9.3308685e-08,5.879722e-13,1.9375355e-07,5.3211215e-15,-7.291025e-15,-8.695315e-09,1.3618359e-14,-1.4330019e-08,3.7662304e-14,-3.322744e-08,9.9076e-14,-6.998579e-09,0.0018748802,-5.24361e-08,-0.0055154,8.9638265e-14,-7.3520035e-09,0.0010370949
LINC01250,0.0009777712,2.201283e-07,-4.1769743e-09,-3.8388093e-09,0.0031753131,-4.5504804e-09,0.0024855414,3.3709376e-12,-4.2735736e-14,-2.32795e-14,7.6986616e-08,-6.429814e-14,-4.916124e-07,7.512632e-15,-6.2824595e-15,-1.1616677e-09,-2.3057385e-14,6.3314185e-09,-2.2886053e-14,-2.774057e-08,7.617157e-14,-3.2325542e-09,0.0025376396,1.0125514e-08,0.0018989673,-9.8996745e-14,-7.3741844e-09,-0.00232433
LINC01255,-0.0019069011,-2.4347784e-07,1.0547219e-08,-9.234593e-09,-8.255928e-05,3.6324766e-11,0.00149619,-1.7499885e-11,2.4095718e-13,2.6850432e-13,-3.1364486e-08,-1.8797635e-12,-2.8563754e-09,-1.01909075e-14,9.749302e-15,1.7722198e-09,7.791713e-15,-4.6011017e-09,-2.3239858e-14,-5.517849e-09,2.1476732e-14,8.0513205e-09,9.6678894e-05,5.9739647e-10,0.0038560978,-1.5716065e-13,-1.1864554e-08,0.0017355636
LINC01277,-0.0018342353,-1.0250963e-07,5.5093885e-09,-1.999802e-08,-0.0011077129,-7.602214e-09,0.0012202088,-4.600443e-12,1.3042658e-13,-3.2344397e-14,-2.3377709e-09,-2.2634278e-13,3.8569956e-07,-1.4734267e-15,4.585342e-15,1.8840844e-09,2.592873e-15,-5.007083e-09,4.0393443e-14,-6.858225e-09,-1.7410545e-14,1.4565498e-09,0.00048571316,4.296887e-09,0.0025846474,-2.1106459e-13,1.3508596e-08,-0.0030636115
LINC01300,0.0005503402,-1.379701e-09,1.992325e-09,-4.384923e-09,-0.0013507718,2.0075147e-08,-0.0013514124,3.716212e-13,1.0562435e-15,3.1162593e-14,8.406902e-08,-3.5124803e-14,-2.738571e-09,-1.7645626e-15,-5.065175e-15,4.995422e-09,3.1390018e-14,-2.6575226e-09,-5.3378263e-15,-1.3792318e-08,-3.818443e-14,-3.805725e-11,-0.0019223023,1.8475436e-08,-0.001391722,-9.7966204e-14,3.5621617e-09,0.00029443562
LINC01304,0.0006484485,8.362898e-08,-9.2441177e-10,1.9575745e-08,0.0016426194,-3.4895063e-08,0.00070991076,-7.930609e-13,-1.838239e-13,-2.0641647e-14,-2.1082968e-08,1.9203476e-13,-5.5950686e-08,1.8078361e-14,-1.3029234e-14,-2.6326383e-09,3.6186477e-14,2.434402e-09,2.8241501e-14,2.2880736e-08,3.4396403e-13,-4.9680824e-09,0.0011002395,-8.727215e-09,0.0032351185,1.8205675e-13,-1.5779323e-08,0.0022204148
LINC01310,2.1915508e-05,-1.2167165e-07,3.760292e-09,9.181087e-09,0.003379526,-2.0097644e-08,0.0037268028,2.2426525e-13,-4.1147434e-14,-8.574501e-14,-1.9125008e-07,6.1628236e-13,-1.17276876e-07,2.7262098e-15,3.883344e-15,3.0580232e-09,-2.2340657e-15,8.854282e-09,2.3530084e-14,3.0501337e-08,-4.877231e-14,-5.633189e-09,0.001376478,-4.8327724e-08,0.0018199666,8.256011e-14,9.218305e-09,-0.005331431
LINC01343,-0.0012204682,-1.7978898e-08,-2.2034155e-09,-3.2646674e-09,-0.001049396,1.2083062e-08,0.00045659664,7.26594e-12,-2.7767618e-13,3.5732823e-14,3.7851954e-08,6.3445023e-13,-7.9525546e-07,-1.36285806e-14,-1.9136986e-15,-6.5095684e-10,1.8743274e-14,1.2524354e-08,-3.5027589e-15,-3.3850625e-09,5.4823873e-15,6.9037083e-09,-0.0002185152,3.930336e-09,0.001858958,5.6794196e-14,-5.7335004e-08,-0.0023839923
LINC01354,-0.0003027613,-8.1254775e-08,-1.5574772e-08,1.9041305e-08,-0.001165663,-9.934454e-09,-0.00015734331,8.242698e-12,-5.0180414e-14,-5.272994e-14,-1.5451914e-07,2.2049926e-13,1.02734134e-07,9.71949e-15,-2.1983805e-14,7.0919524e-09,3.1825857e-14,-3.8962407e-09,3.9122514e-14,7.051073e-08,-1.4629094e-14,4.4556354e-09,-0.0029481396,-5.402349e-08,0.002214853,2.6860968e-13,-5.4419766e-09,-0.00397705
LINC01356,-0.0015937902,3.3426204e-08,-4.7679163e-09,2.6866522e-09,-0.0020933945,-9.845668e-09,-0.0029074312,-6.846514e-12,3.973739e-14,8.709212e-14,-5.955301e-08,-8.02031e-13,-3.495237e-07,3.548773e-15,-4.3912873e-15,-5.276518e-09,3.5038418e-15,5.622905e-09,1.8533394e-14,6.4423618e-09,-7.0344324e-14,-4.460221e-09,-0.002795779,-3.1154677e-08,0.0016863339,-3.4719582e-14,-3.0866126e-08,0.0068942592
LINC01361,-0.00076694443,-5.1498535e-08,5.1802336e-09,6.2237095e-09,-0.0011406322,-1.077273e-08,-0.00043707446,-3.7645893e-12,1.3167525e-14,1.4641777e-15,-7.184451e-08,-3.458812e-14,2.957445e-07,1.4958444e-14,3.165476e-14,-5.1615423e-09,4.7445953e-15,-1.4019101e-08,2.7067887e-14,-1.41482115e-08,4.0096605e-14,-8.7356655e-09,-0.0027239372,3.0410334e-08,0.0058262786,1.0088739e-14,3.6885567e-08,-0.0012194237
LINC01397,-0.0002510408,-5.445718e-07,7.701006e-09,9.824352e-09,0.0005817764,-3.6574463e-08,0.00109041,-1.23487e-11,2.5381154e-13,-1.192285e-13,4.534623e-08,-1.040017e-12,8.030121e-07,-1.8123446e-14,-1.2959932e-15,-9.1231733e-10,4.189047e-15,-5.9107723e-09,-1.8519511e-15,-1.1466019e-08,-1.6757151e-15,-1.0087159e-09,-0.0003773053,1.2925456e-08,-0.0026798088,-1.5951441e-13,5.3006872e-08,0.0006736344
LINC01411,-0.0006048306,-1.346239e-07,8.915996e-10,2.9222944e-08,-0.00039607662,-1.672495e-08,0.0008348234,-7.2133385e-13,6.36544e-14,-1.4975456e-13,-1.6473527e-07,2.4581623e-13,1.8327145e-07,1.7417994e-15,1.4569085e-14,-1.3731832e-09,-1.0002145e-15,-6.857092e-09,9.3948564e-14,1.5321486e-08,-1.6855106e-13,-3.2977376e-09,0.00093916594,-6.027481e-08,0.00012273477,3.9553006e-16,7.87487e-09,-0.0016583059
LINC01412,0.00136429,-8.1630816e-08,-6.019535e-10,5.6199447e-08,0.0031393624,-3.707107e-08,0.0015930732,-6.273114e-13,-3.542639e-14,-1.1539765e-13,-1.7658454e-07,3.5405768e-13,6.630624e-08,-8.5301475e-16,7.1954636e-15,-5.012836e-10,3.1547175e-15,-4.41092e-10,1.0994481e-13,7.788577e-08,-5.826537e-14,-8.494808e-09,0.002569435,-6.6935925e-08,-0.0058638044,1.208234e-13,2.5281624e-08,-0.0013868226
LINC01413,-0.002022707,-1.4866221e-07,1.2201316e-09,-9.51928e-09,-0.003037648,1.3380775e-08,-0.0008369305,-2.9778155e-12,7.640761e-14,-5.234072e-14,-1.5982513e-08,-3.7114927e-14,5.0304004e-07,2.2854313e-15,-8.128867e-17,-2.4619065e-10,7.0039786e-15,2.3139017e-09,-1.9724774e-15,-1.2882696e-08,8.318185e-16,6.8570607e-09,6.929446e-05,1.0778756e-08,0.0014184109,-9.362805e-14,5.3904077e-09,0.00024886156
LINC01431,0.0018381805,3.0967544e-07,-7.2889854e-09,-5.5336273e-09,0.0017669707,1.346166e-08,-0.0010782537,8.380761e-12,-1.4878622e-13,-5.611456e-14,-9.4985396e-08,5.061583e-13,-8.983787e-07,1.4591164e-14,7.653295e-15,4.8667577e-09,3.0427863e-14,3.6612548e-08,5.2823275e-14,5.0488536e-10,7.107501e-14,8.201579e-09,-0.0015219133,3.2501066e-09,0.0048527694,2.683147e-13,-7.453857e-08,0.00026803635
LINC01441,-0.0019469531,8.182133e-08,-6.195884e-10,-4.3887893e-09,-0.0005189219,-2.5792424e-09,0.0019172279,-8.584027e-12,2.7377403e-13,-1.4164662e-13,1.8053613e-07,-2.4534771e-13,2.466814e-07,1.1617015e-14,4.8597634e-15,-1.5381819e-09,2.2082286e-14,-5.7306395e-09,1.3589292e-14,5.6481837e-09,9.116759e-15,-8.68016e-09,-0.0003129576,-1.7532985e-08,0.00037404,-1.5162178e-13,1.8983986e-08,0.0028882104
LINC01443,0.0017818456,1.9864743e-07,4.6192015e-09,-5.3990274e-09,0.00075080135,2.3002757e-08,0.0014155108,2.8735e-12,-9.819518e-14,-1.8463331e-13,1.582925e-07,-3.0296742e-14,-4.1249126e-07,1.3414685e-15,1.5063279e-15,1.0489822e-09,2.118465e-14,8.44015e-09,-1.518436e-14,-3.6287044e-08,3.6862528e-14,4.858541e-09,-0.0014016333,4.2816854e-08,0.0008947088,-2.986348e-14,-6.042659e-08,0.002894491
LINC01448,0.0001346747,-8.3384585e-08,8.347264e-10,-2.4534232e-09,-0.0011910899,-9.09317e-09,-0.00090029975,-5.488179e-12,1.7352909e-13,1.029558e-13,9.937157e-08,-2.4866345e-13,5.2922235e-07,-7.07132e-15,-7.560766e-15,1.7511712e-09,-5.542631e-15,-9.807304e-09,4.7496946e-14,-1.5939394e-08,4.2412746e-14,-3.7173886e-09,-0.0002007071,4.1113505e-08,-0.002044492,-1.1025393e-13,1.6410821e-08,-0.00039975037
LINC01449,-0.0017070088,9.212646e-08,-4.793027e-10,-9.906459e-10,-0.0031832203,-2.5039977e-09,-0.0007828566,-7.0689255e-13,6.355448e-14,-6.4808757e-15,1.1521823e-07,-3.809684e-13,1.1503852e-07,5.413245e-15,5.964648e-15,3.008354e-09,2.0688434e-14,4.094143e-10,8.064181e-15,6.872956e-09,1.2388157e-14,-1.8378243e-09,-0.0017139913,5.454478e-08,0.0033827224,-4.04559e-14,3.943366e-09,0.0005303349
LINC01450,-0.0014202665,1.08223745e-07,6.505541e-09,2.438332e-08,-0.0021128256,2.9737318e-08,0.00064940564,-1.7467637e-13,-5.992238e-14,-1.2128264e-13,4.3574556e-08,1.2485382e-12,-1.8284078e-07,1.842355e-15,1.2730821e-14,1.4736609e-08,-2.984258e-14,2.0927923e-08,2.2229319e-15,-3.9070255e-08,7.077148e-14,1.6528914e-09,0.0018914583,4.018734e-08,0.005886599,1.7755648e-13,-6.248154e-08,-0.0043348293
LINC01456,0.00020087394,-1.3148797e-07,2.9859981e-09,1.3708407e-08,0.00818567,-2.838743e-08,0.008684139,1.1635665e-12,1.3352705e-13,-4.777241e-13,-1.8834102e-07,8.0289703e-13,8.4827704e-08,2.7549262e-15,8.46245e-15,1.119983e-08,3.513505e-14,-2.349229e-09,2.2016592e-14,6.43974e-08,-8.6564104e-14,-1.9579991e-08,0.013809172,-6.109172e-08,0.00509811,2.2565114e-13,-1.5687291e-08,-0.014868202
LINC01461,0.00096314005,-2.7543737e-07,6.2987207e-09,2.1294788e-08,0.0026552954,-3.6995836e-08,0.0018614745,-6.2032163e-12,2.7043832e-14,-1.350417e-13,-1.1867355e-07,1.5040343e-13,5.421174e-07,-1.3348183e-15,-8.051463e-15,-2.092133e-09,-6.140979e-16,-8.382058e-09,2.2423203e-14,2.4727488e-08,-4.325193e-14,1.30821135e-11,0.0032827419,-4.9681738e-08,-0.0051305997,1.8133268e-14,3.1300267e-08,-0.0026667966
LINC01470,0.0009885473,-8.966118e-08,-3.7466443e-09,3.2172416e-08,0.00463981,-1.782441e-08,0.00489143,9.932898e-13,1.759551e-14,-2.9776068e-13,2.3521341e-08,-2.7593672e-13,4.4016932e-08,3.2435246e-15,-1.8414835e-14,6.322821e-09,2.5191261e-14,-7.883757e-09,4.6994e-14,3.805332e-09,2.8800472e-14,-3.725949e-09,0.0028078815,9.134599e-09,0.0019185198,3.037753e-13,2.0561364e-08,-0.010209141
LINC01471,0.0017407303,2.3363877e-07,-9.7509165e-09,2.0342052e-08,0.0019018545,-2.4471452e-08,-0.00084835297,5.930948e-13,-1.1342297e-13,-8.190314e-15,-1.0339133e-08,1.7063467e-13,-2.998656e-07,1.99863e-15,2.229533e-15,-3.119643e-09,7.1149616e-15,3.584544e-09,8.795887e-15,6.303426e-08,-1.0153844e-14,7.519695e-10,-0.0002110004,-3.3299276e-08,0.000115344024,3.9065179e-13,-1.479445e-08,0.0017506551
LINC01488,0.0013440296,-9.648116e-08,7.656125e-09,-8.778343e-09,0.0013816571,-1.6757943e-08,-0.00013423868,-8.5920756e-13,1.2056141e-14,2.7131756e-14,2.9908392e-08,-1.750745e-13,2.6781007e-07,2.9090148e-15,7.346717e-15,-4.8276325e-09,-1.1833064e-15,-1.2361644e-08,-1.0430705e-14,6.2392624e-10,-2.667055e-14,-5.893415e-09,0.00021178575,-1.9661186e-09,-0.0034100078,-2.1553744e-13,2.370263e-08,-0.00028798162
LINC01500,0.0016439355,2.166708e-07,7.63543e-09,-4.9944575e-08,-0.0018347774,5.1141214e-08,-0.0038102965,7.0718444e-12,2.291143e-14,9.5585744e-14,1.0447113e-07,-1.1418149e-12,-7.507644e-07,7.54327e-15,7.94818e-15,-5.291142e-09,-3.1427026e-14,-6.542158e-09,-4.7249307e-14,-4.359283e-08,1.8079968e-13,1.11358105e-08,-0.0009774329,5.0322733e-08,-0.0039388244,-4.2465288e-13,-4.5523578e-08,0.004383201
LINC01515,-0.00086640945,-2.1815167e-07,4.398887e-09,1.0038052e-08,0.013359971,-3.960145e-08,0.015261407,-8.886911e-12,1.1936967e-13,4.355115e-13,-9.5244665e-08,-8.106935e-13,5.285073e-07,3.343773e-15,8.628872e-16,-4.891906e-10,4.0000716e-15,-1.04771605e-08,4.236651e-14,-9.907318e-09,2.8210055e-14,-1.6549121e-08,0.02093169,-6.199248e-08,0.0058745923,9.629092e-14,4.3514948e-08,-0.0224049
LINC01518,0.00053922244,1.7542351e-07,-1.5194648e-09,-1.5924794e-08,-0.0018077748,5.2124115e-08,-0.0011320217,3.1814403e-13,5.2353013e-14,1.0978135e-13,1.3307992e-07,-9.361886e-13,-8.910722e-09,6.8737685e-15,-8.399137e-15,-5.8210308e-09,1.4678153e-14,5.548153e-09,-7.838422e-15,-6.661549e-08,-1.9510958e-13,-6.346393e-09,-0.0007219179,3.3855592e-08,-0.006563667,-4.547907e-13,1.4162908e-08,0.0005191849
LINC01531,-0.0003074832,-1.3798962e-07,-2.1359436e-09,3.1652366e-08,0.00041749497,-3.083761e-08,0.0013429188,-1.3715241e-12,5.5665166e-14,-1.9105094e-14,-3.3938964e-08,-6.8656106e-14,1.2341653e-07,4.0263923e-15,-1.7891894e-14,5.0239533e-09,-1.34423925e-14,-1.4968901e-09,1.4298604e-15,1.5080253e-08,3.9561224e-15,-1.9600526e-09,0.0013681486,1.7320595e-12,5.8794456e-05,1.1625037e-13,8.447464e-09,-0.0024105213
LINC01555,0.00048708994,3.7519623e-09,-5.4173544e-11,-1.0783675e-08,0.0017853193,3.2725733e-08,0.0015900208,2.7249223e-12,-1.3638233e-13,2.0998322e-13,9.3400764e-08,-1.0691494e-13,2.915211e-09,5.2754144e-16,-2.2845564e-16,1.6821845e-09,-1.5664992e-14,1.5639428e-08,-4.243074e-14,-4.1291173e-08,1.3416313e-13,9.948003e-09,0.00037471202,1.7421463e-08,0.0017010008,-1.3842215e-13,-2.6457407e-08,-0.0024263484
LINC01572,0.00034664696,-1.7533199e-07,-5.4636167e-09,1.4504985e-08,0.017419722,-3.4033487e-08,0.01749933,8.186269e-13,6.569634e-14,-3.2658641e-13,-1.1144603e-07,6.692387e-13,1.5778849e-07,1.0369712e-14,1.2033044e-14,8.587252e-09,5.9000436e-15,-1.4022217e-08,3.0874585e-14,5.1275176e-08,-2.8546237e-14,-9.037692e-09,0.028406931,-4.8214307e-08,0.0042797243,2.7135515e-13,-3.133059e-09,-0.030900676
LINC01574,-0.0009170944,-2.9631742e-10,5.7811818e-09,-8.248291e-09,-0.002321691,2.4291019e-08,-0.00090739666,-2.3292243e-12,8.179262e-14,2.7478632e-13,2.8423557e-08,-9.68315e-13,-6.344556e-08,-2.0472346e-15,2.8906617e-15,9.694454e-09,1.4996517e-14,-8.044247e-09,-2.4819395e-14,-7.0084227e-09,-6.3929303e-14,-8.8359124e-09,-2.7288519e-05,5.990354e-08,0.002086048,-1.6176988e-13,1.5098447e-08,0.0014815746
LINC01589,0.0013066598,6.293864e-08,-5.8526797e-09,1.0143246e-08,-4.5012104e-05,9.74775e-09,-0.0014775263,-2.3688963e-12,-7.373981e-14,3.993921e-14,1.0211138e-07,5.2110107e-13,1.6490935e-07,7.741016e-15,-5.9374654e-16,-4.436144e-10,3.6054466e-14,5.8002785e-09,7.4942134e-14,7.0335e-08,2.3545803e-14,-4.8888404e-09,-0.0008588572,3.3097333e-08,0.0002617948,3.1003577e-13,1.2298508e-08,0.0005237572
LINC01590,-0.00024283657,-2.315835e-07,7.418589e-09,1.1149014e-08,-0.00021461591,-2.2487853e-08,0.0001304123,-1.8379623e-12,-3.9274912e-14,-3.7314422e-13,-2.4903057e-08,-1.2499921e-13,2.5794452e-07,-9.972783e-15,3.9845306e-16,1.4030135e-09,2.433258e-15,-2.462845e-08,1.8169678e-14,3.151535e-09,-1.6269517e-14,2.162634e-09,-0.00043512057,5.080416e-10,-0.003027212,3.64351e-15,3.838857e-08,-0.0009738667
LINC01596,-0.0013515141,2.9753974e-07,6.438697e-09,4.099477e-08,-0.0007743674,1.45743915e-08,0.0012918821,-1.1795843e-12,5.4454752e-14,-5.4773243e-13,2.712715e-08,3.051568e-13,1.01181726e-07,-1.9942868e-15,3.4712637e-14,1.040385e-08,-1.2533934e-14,2.869366e-08,7.8036576e-14,-1.1354159e-08,3.4321873e-14,4.0023544e-09,-0.0011690026,2.7136778e-08,0.0062887687,-9.5745237e-14,-4.1293877e-08,-0.003917688
LINC01599,-0.0005803262,-2.3179886e-07,2.550085e-09,1.0508764e-08,0.0032166645,-5.696753e-08,0.0038603824,2.0976706e-12,8.9276195e-14,-3.396101e-14,-1.3174272e-07,9.9548e-13,2.0355297e-07,-1.5572217e-15,-3.194908e-16,-1.5538459e-09,1.4664443e-14,-7.592325e-09,2.1304244e-14,7.8216985e-08,-5.926162e-14,-2.0658706e-09,0.005586485,-4.583969e-08,0.0027873863,3.3084627e-13,2.444431e-09,-0.003217028
