,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27,phi_28,phi_29,phi_30,phi_31,phi_32,phi_33,phi_34,phi_35,phi_36,phi_37,phi_38,phi_39,phi_40,phi_41,phi_42,phi_43,phi_44,phi_45,phi_46,phi_47,phi_48,phi_49,phi_50,phi_51,phi_52,phi_53,phi_54,phi_55,phi_56,phi_57,phi_58,phi_59,phi_60,phi_61,phi_62,phi_63,phi_64,phi_65,phi_66,phi_67,phi_68,phi_69,phi_70,phi_71,phi_72,phi_73,phi_74,phi_75,phi_76,phi_77,phi_78,phi_79,phi_80,phi_81,phi_82,phi_83,phi_84,phi_85,phi_86,phi_87,phi_88,phi_89,phi_90,phi_91,phi_92,phi_93,phi_94,phi_95,phi_96,phi_97,phi_98,phi_99,phi_100,phi_101,phi_102,phi_103,phi_104,phi_105,phi_106,phi_107,phi_108,phi_109,phi_110,phi_111,phi_112,phi_113,phi_114,phi_115,phi_116,phi_117,phi_118,phi_119,phi_120,phi_121,phi_122,phi_123,phi_124,phi_125,phi_126,phi_127,phi_128,phi_129,phi_130,phi_131,phi_132,phi_133,phi_134,phi_135
POMC,0.00023803838,0.00018486047,0.0012522851,0.0003112342,-0.0009445693,0.0011531981,3.718161e-05,0.0008678816,-0.00048274873,-0.00027253982,-0.0012159356,-0.00055295374,-0.0003651127,0.0012371379,-0.0022709009,0.00040918766,-0.0012790033,-0.0011547378,5.1842784e-05,0.00034423778,-0.0036988412,-0.0013670175,-0.00040322624,-0.00041783272,-0.0003568115,1.3519412e-05,0.0011452964,-0.0007993344,-0.00052095513,-0.0028258816,-0.0011383513,-0.0023427885,-0.0007789054,0.00031185616,-0.001809073,-6.129609e-05,-0.0012067496,0.00052610744,-0.00234524,0.00029407922,0.0013783,-2.7108914e-05,-0.0015891774,0.0013337139,-0.00048792307,-0.0015441605,0.0002151246,-0.00068093574,0.00041695277,0.001567477,0.0021848315,-0.0024437287,-0.0010842336,0.002244354,-0.00085378345,0.0008367868,0.0008602865,0.007402393,-0.00062147545,-0.0006311973,0.0010972093,-0.0001861671,0.0005789199,0.0012461613,-0.00011907774,-0.00029738547,-0.0009241256,-0.00085353723,0.00072926475,-0.00047957388,-0.00025946865,-0.0021636053,0.00038617407,0.0016422885,-0.0023999845,-0.0012908926,-0.00013657975,-0.00017697002,-0.0006570229,-0.0005993568,0.0039788764,0.001063739,0.0015239795,-0.0012520773,0.0006823282,-0.0005008287,0.0013018465,-0.00087419857,0.0015013389,4.144646e-05,-0.0005679508,0.00064335676,0.004247409,0.0021230793,-0.0020262504,0.0016673306,7.911373e-05,0.00038731002,-0.0013082008,0.0005720569,0.0015332822,4.7809266e-05,-0.0015809268,0.0003423844,-0.0008387441,0.0029997777,-0.0012969064,-0.007889582,-0.00083784753,0.0004909214,0.002347546,-0.0005074749,-0.0022698585,0.00079489185,0.0016204233,-0.0016779127,-0.0020746642,0.0003365498,0.000858329,3.1979194e-05,0.001567659,9.0994e-05,9.0973255e-05,0.0007408082,-0.00074531964,0.0011323832,-0.00025200195,0.0010191418,0.00041844542,0.00056679925,0.0020918376,-0.00061570783,-0.0024907223,-0.0011271441,-0.0012397212,0.00091644004
POTEJ,0.0004038887,-0.0010172452,0.0036329064,-0.00020084891,-0.00023178908,-0.0022200872,0.00048015275,-0.0008712877,-0.00172525,-0.0010830327,0.0013198415,0.00039719156,0.00025608114,-0.0011351638,-0.00023571521,0.0018234955,-0.0013268166,-0.0019258899,0.0007258969,-0.000769982,3.0382966e-05,-0.0015219148,0.00017740153,0.0014959649,0.00012937588,0.0019545308,-0.0003250183,-0.001230888,-0.0014734612,0.001003834,-0.0010789072,0.00075608055,-0.0015377316,-0.00025121635,0.0025012952,-0.002352057,-0.00042876738,0.00011152666,0.000106762716,0.0018732775,0.0007442024,-0.0012436974,0.001257038,-0.00015464025,0.0014635155,0.0005272536,-0.0021232492,0.00041066683,-0.0018757279,-0.0020966406,-0.00010065977,-0.0014480893,0.0018938009,-0.0013146615,0.00041908547,-0.0016000537,-0.0002684469,0.0005312687,-0.0009498156,9.9321405e-05,0.00046606569,0.0011691102,0.0004903995,-0.00010172243,-0.0002055564,-7.2620605e-05,0.00076393405,-0.00021672112,0.00022056776,0.00037378934,-0.00072259136,-0.0031503409,0.0004188642,-0.0005019515,0.005680583,-0.0013240735,-0.0010408496,0.0004253765,0.00015918635,-0.0008415336,8.07251e-05,0.0012540779,0.000943338,0.00039405053,-0.0021139095,-0.0012878942,0.0020870243,0.00037372758,-0.0005155182,0.0006419997,0.0006323614,-0.0017429962,0.00010022851,0.0013676977,0.000616149,4.9496928e-05,-0.00060900924,-0.0018661511,-0.0005341874,-0.00090528035,-0.0015520012,0.001683487,-0.0015887752,-0.00020860611,-0.00047084707,-0.0014201882,0.0001684649,0.00046669142,0.00030330947,0.0013711223,0.00047507297,-0.0016274506,0.002416826,-8.275805e-05,0.00077437464,-0.0007361999,0.001332159,-0.00057488796,0.00023959906,0.00027574904,0.002241786,-0.0010629024,-0.00067738356,0.00018946716,-0.00030799376,0.0010163552,-0.0002515526,0.0006501709,0.0016097436,-0.0006749145,-0.0026420853,-0.00027686538,0.00080271886,-0.00076874957,-0.0013939843,0.00029518025
POU2AF1,-0.0007678983,-0.0003896037,0.00050825684,-0.0017341579,0.0021930742,0.00017786381,0.00035102863,-0.000972494,-0.00097554683,0.0008563806,-0.00056759233,-0.0007023317,-2.7419532e-05,0.0014114091,-0.00055299845,-0.0007710623,-0.00010626891,0.0012268145,-6.613052e-05,-0.0011634607,0.00047513095,-0.00017634424,0.00023157994,-0.00010470417,-0.00075881317,9.020728e-05,-4.328736e-05,-5.9512535e-05,0.0036465675,0.00076026056,0.0011038122,-0.0009614751,0.0018010373,0.0012165143,-0.00011609048,-0.00061435,0.0007410079,-0.00074628234,0.00095944974,-0.0009001069,0.0003782698,0.0010332962,-0.00039094954,-0.00047422966,0.0012165728,-0.00040504188,0.0027341412,-0.0006025508,-0.001243194,-0.0002072062,-0.0016710439,0.0036876814,-0.0008005669,-0.0016011607,0.0006333787,-0.00093435484,-0.0014485446,0.0002834901,0.0033786814,0.002704678,0.0019384624,-0.00024218905,-0.0014179035,0.0010806093,-0.0011867002,0.0016714704,0.001088224,-0.0030793569,-0.002878098,-0.0016663016,0.00010416636,-0.00016068893,0.00037021414,0.0007123534,0.0006905053,0.000100186146,0.00035003087,-0.0018676316,-0.00086823414,0.0019528567,0.00035787755,0.000947924,-0.002470816,0.0008727318,-0.0020299875,-0.00027204244,-0.0010318707,0.00077533344,0.0034975838,-0.00035864813,-0.0019053528,-0.0014498833,-0.0014881465,0.0015744292,0.00022083517,-0.00017536916,3.5777535e-05,-0.0022548623,0.00041346136,0.0002825662,0.00040831688,0.0012225494,-0.0012393647,-0.00039407043,0.000751705,-0.0020620972,8.681255e-05,-0.0006579548,0.00055134814,-0.0009394047,0.0018794988,0.00078340963,-0.0068922667,-0.00046872735,0.0008738378,-0.00055741606,-0.00070609525,-0.0015817895,0.0024936015,0.0009175035,-0.00043272274,-0.0008441363,-0.00015921683,-0.0029566293,-0.00028379244,-0.00023659969,-0.0016700396,-9.8541124e-05,0.0004609397,0.0004236088,0.002818284,0.0014256275,-0.00034974515,-0.0008292099,0.0004777233,0.000540023
POU6F2,-0.01628908,0.032672513,0.016843142,0.0352042,0.0119119,0.039128263,-0.026020033,0.028751804,-0.022959884,-0.0027514785,-0.041081503,0.019805646,-0.027806982,0.0061508166,-0.014239103,0.0017572703,-0.032969937,-0.10147825,-0.006149348,-0.016136218,-0.016382972,0.01991425,-0.008960363,0.020676669,-0.070212945,0.025368655,0.0016561431,0.034676988,-0.022877749,0.039423354,-0.007425116,0.026262164,-0.12371622,-0.03928187,-0.12137371,0.064737014,-0.088717945,0.054553665,0.062237643,0.12129005,-0.07645031,0.08283272,-0.015466693,0.04287978,-0.0010306727,0.0328899,0.016056681,0.016501192,0.026850792,0.023810668,0.03945532,-0.089201294,-0.006945069,0.027921006,-0.019665714,0.018540343,0.012986676,-0.02832439,-0.01003133,-4.357961e-05,-0.00023073873,-0.005235826,0.004673896,-0.024956724,0.00076221797,0.0019496162,-0.0023102623,-0.017301086,-0.0049973903,0.015074911,0.016716613,0.064341635,0.008096033,0.06946993,-0.12132572,0.03732227,0.027328921,0.008868351,0.014191928,-0.01247608,-0.021530664,-0.05725465,-0.013632768,-0.06937239,-0.00045717065,-0.06744837,0.0031115024,-0.049288806,-0.024713613,-0.025280988,0.027143924,0.033546884,-0.0055668345,-0.09208508,0.0075981407,0.0036265957,-0.009403039,-0.016699702,-0.006449916,-0.019447815,-0.043459956,0.02255137,-0.07474101,0.006571221,-0.015830636,-0.006262804,-0.035432093,0.02489249,0.064351596,0.11012262,-0.061549693,0.07214054,-0.027196696,0.026968839,-0.0018094272,-0.03952006,0.0025636484,-0.028377676,-0.0019365905,-0.029349247,0.042197753,0.03543067,-0.012866631,-0.00431312,-0.018004473,0.0007275021,-0.008162379,-0.011918808,-0.026509231,0.021656433,-0.0017489048,-0.026262935,0.00014660599,-0.016812388,0.018011535,0.0003348091
PP12613,0.0032337292,-0.0007063907,-0.0058474415,0.000104219434,-0.00046477758,0.0010931757,0.0017808975,0.0007249497,0.0025734575,-0.0022882998,-0.0006178949,0.0004922349,-0.0016717064,0.0024213048,0.0014287654,0.00058922585,3.3800956e-05,0.0008749877,-0.0015000555,-0.0010090306,-5.5982264e-06,-0.0019869164,0.00014357913,0.0006129721,0.0021790203,-0.00066690077,-0.00035253103,-0.0019020925,-0.00013877987,0.0015103798,0.0007531031,-0.0008432651,0.0013924725,0.002268532,-0.0019939777,0.00041704564,-0.0010601018,0.0009959077,-0.0011561627,0.0004100685,-0.0010192166,0.0028713734,0.0028713297,-0.00028061893,-6.935486e-05,-0.00083322794,0.0012771025,-0.0007322794,-0.0005008555,-0.002531135,-1.748826e-05,0.0018872678,-0.0008638839,-0.0010362013,0.00021007255,0.004410445,-0.00027197247,0.0011216857,-0.0002706707,-0.0022501717,0.0013416414,-0.0013279648,1.3210043e-05,0.0017979606,0.00117384,-0.002980058,0.001255291,0.0054159304,0.0005200516,6.6303095e-05,-0.00031881264,0.00090713444,0.0021953727,0.0022851916,9.5126015e-05,0.0014732439,-0.00078863173,-0.0068597896,-0.00016569372,-4.205732e-05,0.0014534583,0.00011088929,-4.089615e-05,-0.0010116078,-0.0009669242,-0.00042522998,-0.0008245605,0.0029144718,-0.0008776942,0.00043688389,0.00072401395,-0.0009475609,0.002833501,-0.0011375572,-0.00022690953,-0.00019756184,-0.004260048,-0.003775305,-0.0019592538,-0.00027052168,-0.00018959964,-0.0024190582,-0.002527257,0.0034074166,-0.0032808816,0.0002541919,0.0009784703,-0.00014612447,-0.00034963072,-0.0004923624,-0.00047941544,0.004649331,-0.0032729602,-0.0013339729,-0.0010786231,-0.001480333,0.0007974344,0.004544286,-0.002841912,0.00027450846,0.000125707,0.0008536459,-0.0031980046,-0.0035191055,0.0013003644,-0.00049260625,0.0030253988,0.0008177704,0.0018963355,-0.00068016094,0.0042832852,-0.001965274,0.0044660685,-0.00017264504,-8.4657826e-05,-0.00051738025
PPARD,0.005477236,-0.0025533708,-0.01215692,-0.0042944187,-0.0031910378,-0.0016815272,-0.004771357,-0.005416205,0.0067609707,-0.0037958773,0.00023953065,0.0019751447,0.0048943916,3.8542905e-05,-0.004111705,0.0016553533,-0.0045367456,0.0011739347,0.004449416,0.0013195777,0.00070900726,0.0027688819,0.0019916245,-0.0074685644,-0.0013537052,-0.00023834675,0.0008497989,-0.0034097938,0.0032361175,0.0012711801,-0.0054728254,0.012517492,0.014480758,0.0053127278,0.004880945,0.021286294,0.012751744,-0.009966695,-0.0008703477,0.0011756433,-0.0052709454,-0.010210678,-1.0360205e-05,0.009167128,-0.0054858667,-0.0069310684,0.0028158957,-0.0031169916,-0.0046182196,0.0013178224,-0.008885372,0.0066669374,-0.004502751,0.0023196249,-0.0029883063,0.0043695043,0.0010575856,0.006949627,-0.00046321715,0.0025142948,0.0026980236,0.0051122736,1.6091048e-05,-0.005385042,-0.0010814772,4.8481692e-05,-0.0037437358,0.00914172,0.00096750585,0.00028609356,-0.004314818,-0.012467148,-0.0006260854,-0.005641033,-0.0037809184,-0.00057389715,-0.0029887285,-0.0019025485,0.0021585308,-0.003986537,-0.0016369595,-0.020096837,-0.0021544003,-0.0024535777,0.018932935,-0.01294239,-0.0076415897,-0.00048398922,0.0020452873,-0.0005171083,0.0029420904,-0.0114187645,-0.0042176014,0.0127804,-0.0013304756,-0.0042052823,-0.000493655,0.006686245,-0.0022277455,0.0015223245,0.005956871,-0.0031276818,-0.004033677,0.0014177512,0.0015439977,0.0012678459,-0.0019437001,0.0033075807,-0.0070526,0.003088028,0.002642329,-0.014413166,0.0034749901,0.010642202,-0.0016018188,-0.0025973746,0.00020952572,0.0014389755,-0.0008044421,-0.0031314157,0.0072242757,0.0021035266,-0.0007945806,0.0068729874,-0.0028129541,0.0015489584,-0.0061170384,0.0057282033,-0.0021977876,-0.0025869221,-0.007309671,0.0018110918,-0.0013357225,-0.0016958278,0.0014210044,-0.006158805
PPARGC1A,-0.006846132,0.049360283,-0.005457763,0.031574838,-0.020015037,-0.01036825,0.023048792,-0.003135465,-0.03465967,0.01332617,0.030017322,-0.04481414,-0.019871129,-0.0025027364,0.0068290257,-0.01295908,-0.088502824,-0.14070912,0.0155058475,0.009910829,0.016113821,0.05141196,0.009275288,0.06738208,-0.13765065,-0.013603253,0.051184196,0.030492766,-0.015085646,0.026622158,-0.009031512,0.052963257,-0.11019278,0.05751306,0.021137642,-0.08995549,0.010479714,0.09001713,-0.0072067576,-0.093274534,0.12429617,0.055594943,0.011258148,-0.023217414,0.04621829,0.031137347,-0.0071718344,-0.012061318,0.053262524,-0.014246683,0.02748205,-0.052026525,0.030790884,-0.0035934302,0.0005318422,0.004864921,0.015124998,-0.037249215,-0.0040037534,0.005176537,0.002107969,-0.018611757,-0.02398049,0.0712756,0.0028602146,0.0067783133,-0.0073322174,-0.0036255752,-0.0072710994,-0.0024251258,-0.011585802,-0.00067582994,0.009455744,-0.014576284,0.0362643,-0.002995085,-0.002983179,0.012197251,-0.00024851947,0.024806635,0.015911656,0.06606666,0.006714943,0.012784297,-0.057508253,0.07234254,-0.031559356,-0.02415559,-0.0046645077,0.016922146,-0.012577213,0.020901745,0.009396682,0.026210975,-0.006297513,-0.007973583,-0.0035432796,-0.009747012,-0.008946348,-0.02111903,-0.07189399,0.09230786,0.05987245,-0.03749596,0.013377176,-0.0011421635,0.0063286787,-0.015931623,-0.016147431,-0.076495506,0.083495036,0.050282583,0.01861722,-0.04183554,0.015188349,0.010508278,-0.003341372,-0.011678883,-0.009486111,0.009665478,-0.029707188,-0.09966535,-0.032744933,-0.010323255,0.0007254007,0.014732396,0.013397636,-0.016746476,-0.011603215,0.015491747,-0.016006172,0.0005844746,-0.010551349,-0.009729031,-0.011127386,0.010903046
PPFIA2,-0.00090809434,0.0014995174,-0.002526073,0.0018997195,0.0015004413,-0.0010328615,-0.001689796,-0.0010077639,-0.0012867785,0.0030672506,0.0003191377,-0.0004148667,-0.0012059475,-5.689695e-05,9.977539e-05,-0.0006665013,-0.0033950226,-0.0028309969,0.0021880174,0.0019228572,0.0005348756,-1.6143806e-05,0.003775504,0.003313169,-0.002091532,0.0007860593,-0.0017994154,0.004875487,-0.004256691,-7.646255e-05,0.0015433297,0.013377143,-0.0036008146,0.001878325,-0.00021679285,0.0007721475,0.0007607131,0.0013522014,-0.00035448658,-0.0031756859,0.0016207154,0.0023493923,-0.0005712136,-0.00017297253,-0.00019082423,-0.0033537883,0.0011297319,0.001901895,0.0016718787,0.0037501315,0.0012843991,0.00071439147,-0.001117258,-0.0010881489,0.00089727883,-0.003624047,0.0013294149,0.0028642046,-0.0032612989,-0.00032795485,0.003635676,0.0036460701,0.00074631884,0.002379487,0.0012897097,0.006130367,-0.0019899595,-0.004230135,0.0006432043,0.0010085204,-0.0024828783,0.0011173688,-0.0021344144,-0.0018337729,0.0007189257,-0.0016559123,-0.00080959813,-0.0031775872,0.0017303411,8.94593e-05,-0.00013054739,-0.0030571946,-0.0018493815,-0.00050464517,0.0041441964,0.00015419093,-0.0031121245,-0.0003715378,-0.0012035974,0.0007169172,0.00046565445,-0.003747127,0.00050688273,0.0018282542,-0.0050340723,-0.00077367347,0.001443843,0.00024894052,0.0024225255,-0.00030851972,-0.0037594812,0.0030175354,0.0018505704,-0.0020303952,0.0032125888,0.001674946,0.00017347695,0.0009689187,-0.005689491,-0.0013459224,0.002372233,-0.0015904818,0.0018469314,-0.0036550893,0.00062005967,-0.0016818191,-0.0019093981,-0.0003001621,0.002983556,0.00017413168,0.001200222,-0.005412828,-0.0021318123,-0.000492268,-8.6381486e-05,0.00031987778,-0.0030806027,-0.0054171043,-0.004107136,-0.004795094,-0.0041328836,0.0017087486,-0.006626564,-0.00080679846,0.0009924814,-0.0009703763
PPM1E,0.0031602858,0.00080114,-0.014931436,-0.0009211832,0.00027566458,-0.0006684173,-0.00092252163,-0.00031960476,0.0005785299,5.3014206e-05,0.00019973645,-0.00045343518,-0.0011713726,-0.0013268096,0.00082774385,-0.0015415737,-0.0035656253,-0.0023613921,0.0025880395,0.0009090704,0.0055466257,0.00078123645,0.0035480082,-0.0012699731,-0.0029700955,-0.001408619,0.0015113552,0.0022450925,-0.003896539,0.000259089,0.0030112506,0.020804316,0.0024810606,-0.00013417055,-6.10661e-05,0.0017148487,0.0013665791,-0.0019437486,0.00032417788,-0.00067651324,-0.0028590271,0.00073640817,0.0018118117,0.00037491872,0.0017374947,-0.002874718,0.00208865,-0.00079379906,0.0022191554,-0.0014525178,-0.00031863648,0.0025625315,-0.001907237,0.001730993,-0.0010257115,-0.0013278857,-0.0010682113,-0.003170347,-0.0073727374,-0.0007971811,0.00088527513,-0.004042033,-0.0020358723,-0.0006272571,-0.00018664275,-0.003108363,0.00056616974,-0.002357136,-0.0045242454,0.00809105,-0.0027105773,-0.0025130808,-0.0032613468,-0.0016647414,0.0017071303,0.0010827178,0.002088716,-0.0017848911,0.0014339369,0.003432022,-0.0014640888,-0.0077133025,0.004742755,0.0015834798,0.007571418,0.0018258668,-0.0024020546,0.0011411568,-0.0012821157,0.0029575932,-0.0036942614,-0.0056083943,-0.0056732856,0.0032751448,-0.00043347361,-0.0013386916,-0.0018286248,-0.0023265718,-0.0019175209,0.004034457,-0.0025213333,0.0005553113,0.00089062087,0.0024222701,-0.0010132056,0.0014432058,0.0031936099,-0.001076787,-0.0095104,0.004128753,0.0019158935,0.002342326,-0.0034862189,0.0021105655,0.001916306,-0.003320808,0.00020199691,-0.00388707,-0.00027717472,-0.0015303433,0.0016369257,0.0004883727,-0.00047788065,0.0011118982,0.0019467294,0.0012795549,-0.005721457,0.0012903597,-0.00044532426,0.0012015743,-0.0019650618,0.0021857985,0.00062770105,-0.0032175784,0.0005757088,-0.0020280902
PPM1L,-0.0007629283,0.0010852407,-0.0069398787,-0.00085843884,0.001331982,0.00046730737,-0.0021780385,-0.000458031,-0.0029410417,0.0050121164,-0.0011182812,-0.0014698788,-0.0007058267,0.00089335867,-0.0001647804,0.00092935783,-0.0054381955,-0.0007818595,-0.0011762037,-0.0012565036,0.0016015482,0.00019014656,-0.002063141,0.0016385345,0.0007999791,-0.0012628909,-0.0047330894,-0.0012846028,-0.002009672,0.0027689917,0.0006850518,0.027203009,0.0031606657,0.0006847224,-0.0013891842,0.00022390095,0.002551311,0.0034315458,-0.0019141623,0.0034066103,-0.0016758513,0.00069796335,-0.00037705255,-0.00029774173,0.00043513175,-0.0050311945,0.0011155816,0.0054104943,-0.0018495402,0.00048612792,-0.0037992042,0.00015272075,-0.00039360818,-0.0018167036,0.00014526212,-0.002402458,0.0019145913,0.0030509143,-0.008593691,-0.0009841565,0.0063908626,-0.003317897,0.0019726958,-0.0027890245,-0.0024199751,-0.002082548,-0.0018153547,0.001391416,0.0012707895,-0.0041690785,-0.006039382,0.0013144568,-0.0023016878,4.4139942e-05,-0.00016057793,0.0027531416,-0.0006898938,-0.003285706,-0.003453554,0.0006647162,-0.0024614148,-0.005135236,-4.037337e-05,-0.0018421938,0.0030169305,-0.0003398237,-0.0018593704,-0.00034641393,-0.00067985145,0.0038366686,0.0012413235,-0.005671218,-0.0009269913,0.0008468494,0.00076761347,-0.0037991204,0.0031355892,0.0033039777,-0.0016897187,-0.0027651577,-0.00596759,0.004195183,-0.00068524043,-0.0010028096,0.0013358365,-0.0006264461,-0.002375149,0.005304765,-0.01138404,0.0014297577,0.0024771923,-5.357062e-05,0.0017362774,0.00010676855,-0.0075851716,-0.0016130226,8.525551e-05,0.000803064,-0.003203695,0.002496533,0.002713838,-0.004106132,0.0010913692,-0.0006527325,0.0037301811,0.0001867266,-0.005323762,0.0025084177,-0.00088345946,0.0001248066,-0.007296206,-0.001416674,0.0025581652,-0.005988356,0.0030884217,-0.0049364516
PPP1R37,-0.0010778562,0.0028475618,-0.004228715,-0.0014338394,0.00021657562,-0.0006375623,-0.0006462805,0.00088937115,-0.00063458824,0.0028400759,-6.584252e-05,0.0011827194,-0.00197799,-0.0006940946,-8.7467866e-05,-6.9519165e-06,-0.001501077,-0.003420434,-0.002267465,-0.0016394991,0.0014085856,0.0016995294,0.0011904084,-0.0023311712,-0.00019657564,0.0052834065,0.0029181193,-0.0010665451,-0.00066918414,0.0037491643,-0.001148416,0.0084553445,-0.0011318647,-0.0005736802,-0.0003694413,-0.0008322496,-0.0030733033,0.0026537257,-0.00067736127,-0.0011456799,-0.00011139166,0.0031206305,-0.0013158993,-0.00095788005,0.0023917137,-0.0021086033,-0.001418863,-0.0022221818,0.0013149076,0.0013232488,-0.0031648248,0.002668879,0.0021424352,-0.00041751104,-0.0005563028,-3.826736e-05,-0.0007760465,-0.0018235509,-0.003320911,-0.0024718207,0.0061237,-0.0032450822,-0.00036284933,0.0003540164,0.0011076864,-0.00029766746,0.0011337628,-0.00042577236,-0.00040258138,0.001179626,-0.0029401784,-0.00013392509,0.0022790085,-0.005120361,0.0009805313,-0.0023818288,-0.0011736505,0.0025735798,-0.0010924671,0.00013656972,0.0011884506,-0.00032653546,0.00052524346,0.0019410674,0.00038157936,0.0026831015,0.0010466444,0.00046681508,-0.0019474707,-0.00036292098,0.00412896,0.00045325424,-0.0006469556,-0.0004251707,0.0015814888,0.00064950314,-0.0021032149,-0.0017487776,0.004730592,-0.002330879,-0.0018871998,0.0013749909,-0.00046079472,0.00012323746,0.003956713,-0.0038392586,-0.0035607493,-0.0011557044,-0.005431902,-0.0014054799,-0.008242704,0.003999941,0.0034562722,-0.0013039216,0.00074442587,-7.639121e-05,-0.001026473,-0.008482027,0.002003156,-0.0008046244,0.0012229875,-0.0007542612,-0.00066517136,-0.002591949,0.00031781904,-0.002258954,0.0014907739,0.0017537724,-0.00047867652,0.0013348666,-0.0011260464,-0.00014207682,0.00020383247,-0.0010222623,0.0032555433,-0.000926739
PPP2R2B,0.0014623273,-0.00038852025,-0.01322913,-0.0011447538,0.00048442718,-0.0014413302,-0.0018091653,-0.0007932537,-0.0023168356,0.0011940211,0.00073197484,-0.00041829664,-0.0028980651,0.00036473828,0.0029535627,-0.000605582,-0.0026099375,0.0008054722,0.0017969174,0.0039559104,-0.0013254395,-0.00557322,0.0001689515,4.7196027e-05,-0.00051629764,0.00095192285,0.0030180265,-0.0011780644,-0.001516426,-0.004636888,-3.5989684e-05,0.026765237,0.0045842263,0.0023512065,0.0024590574,-0.0012142515,0.00045702345,0.0010726152,0.0019303389,-0.0022704604,-0.004570045,0.0029701001,0.0021421108,-0.003972271,0.001641876,-0.004158749,0.0016278144,0.00095004746,-0.0019124607,-0.0007838318,-0.005562943,-0.0018934632,-0.0018366587,-0.0005829176,-0.0010675853,-0.0003735766,-4.476692e-05,0.00014956947,-0.0061507593,-0.00072882057,0.003542984,-0.001254896,0.0038760582,3.6966954e-05,-0.0011512294,0.0018130874,0.002047273,-0.0041538174,0.0020587014,0.0050822697,-0.001264768,-0.0026143282,-0.0036689993,-0.0016518661,0.001105483,0.00037093138,0.0051448974,-0.0024633594,-0.0027923568,0.0037010915,-0.0043232227,-0.0047162166,-0.0019441965,-0.003242986,0.0067638927,-0.00048563618,-2.480816e-05,-0.0012331503,0.0021123183,0.0029344026,-0.0011179306,-0.0010617358,0.0006752911,0.00015629113,-0.00076726003,-0.0026086485,0.0013783048,0.00478482,-0.00065139064,-0.0008072558,-0.0053554643,0.0037095982,6.448098e-05,-0.0030851986,0.0012319904,0.001764086,5.8399128e-05,0.005623578,-0.010097635,0.0024432598,0.002426617,2.8231598e-05,0.0004728155,-0.0029527398,-0.004998646,-0.0041159703,-0.0011272721,0.0068878066,-0.0035608923,-0.0034539725,0.0024345652,-0.0046988316,0.0010829967,0.0046589146,-0.0012945953,0.007143269,-0.0029950337,0.0012454174,0.00045961712,-0.0005187654,-0.0029756706,0.0023917907,-0.0020486151,-0.0035777485,0.0014282927,-0.004070999
PPP3CA,0.0042841295,0.0011976978,-0.014094529,0.00089373294,-0.00074993103,-3.8385104e-05,-0.0016665458,0.00020756062,-0.0024426407,0.0009623314,-0.000512144,-0.0015146844,0.00031850426,0.0013451227,-0.0012637895,0.0018947292,-0.0052785403,-0.0018104545,0.0014526083,-0.0016709542,0.0023357286,-0.0024244983,-0.003831947,-0.00049548905,0.00079057383,0.0011852067,-0.0005546172,-0.0030109792,0.0013082674,0.0038563202,-0.0048173396,0.024283988,-0.0016030609,0.0008319539,-0.0017647328,0.0013486646,-0.0003250026,0.0020943538,-0.0022141666,0.0022293709,-0.0014044269,-0.0018923744,-0.0021398927,0.0023049638,-0.0021988037,-0.0038903477,-0.0017902869,-0.00097012793,-0.00074405776,-0.001439668,-0.003256382,0.0012226702,-0.002555535,0.0018528725,-0.0018952673,-0.0029592845,-0.004200594,0.0009427654,-0.006970319,-0.0006053365,0.0021627918,-0.00072861573,0.0039700195,-0.0017900125,-0.0012881326,0.0021665527,-0.0007627635,0.0045898096,-8.323807e-05,0.00022359993,-0.0032061085,0.00047929486,-0.002031995,-0.001226811,-0.003146789,0.0012130779,-0.0043255454,-0.0029964691,0.0015718661,-0.00022190363,0.0009934278,-0.0066037998,-0.0021993031,0.0035862355,0.006322913,-0.0025378615,0.0055704606,-0.004554205,-0.000608062,0.0038927305,2.175281e-05,-0.005660973,0.0017828137,0.0028913624,-0.0010349206,-0.0049211932,0.002153407,0.0029412687,-0.0017725541,-0.002693529,-0.0053175567,0.0034294082,0.002221582,-0.001775705,-0.0027985068,0.002560698,-0.001434677,0.0052372525,-0.010618327,0.002319368,0.00022836297,-0.0015907887,-0.000660017,0.003496413,-0.00215296,-0.0017597,-0.0022061814,-0.0021518015,-0.0021255936,-0.000691617,0.0014623248,-0.002318257,-8.33257e-05,-0.0008900554,-0.002438937,-0.0027612783,-0.0028726119,0.0029369465,0.0006613954,0.0010444174,-0.002041903,-0.0031996884,-0.0025643639,-0.0037384548,-0.00091089134,-0.006113457
