gene_symbols,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27,phi_28,phi_29,phi_30,phi_31,phi_32,phi_33,phi_34,phi_35,phi_36,phi_37,phi_38,phi_39,phi_40,phi_41,phi_42,phi_43,phi_44,phi_45,phi_46,phi_47,phi_48,phi_49,phi_50,phi_51,phi_52,phi_53,phi_54,phi_55,phi_56,phi_57,phi_58,phi_59,phi_60,phi_61,phi_62,phi_63,phi_64,phi_65,phi_66,phi_67,phi_68,phi_69,phi_70,phi_71,phi_72,phi_73,phi_74,phi_75,phi_76,phi_77
RAB33A,0.002189009,0.006025682,0.00038810176,0.0011792689,-0.0013168213,-0.002302885,0.0006619488,-0.00055114325,0.0065155625,-0.004280361,-0.0013369223,0.012197563,0.0019248849,-0.0016251188,0.004426598,0.0013506792,0.001457083,-0.0013844146,-0.00480508,0.00077769655,-0.004585107,0.0013724121,0.006090552,-0.0019179179,0.00033846375,0.004686003,-0.003154131,-0.0035144764,-0.004658078,0.00389001,0.0037287276,-0.0025423598,0.0040794807,-7.481422e-05,-0.0024590876,0.0018003164,0.0041033705,-0.00015302967,-0.0011697663,0.0066989027,0.005657863,0.0043050502,0.0016962292,-0.0020846925,-0.0019278314,-0.006747198,0.0019762027,-0.0021901957,-0.0036910234,0.001880883,-0.0051050913,6.272813e-05,-0.00027957183,0.0005056989,-0.0013380093,-0.0021256031,-0.0001789094,-0.0035716486,0.006933472,0.0016644662,0.0010584679,0.0009322299,0.0019561779,0.0053827753,0.0037861485,0.0035542576,0.0010801181,-0.004777871,0.00026154626,-0.00054488226,0.0017393072,0.0074618873,0.0021627382,-0.0014660778,-0.001286338,0.00087338296,0.0059458036,0.0043126927
RAP2C-AS1,-0.00020327642,0.004914534,0.00044027396,-6.977596e-05,-0.0028745914,-0.0023106034,0.0013180221,0.0004608527,-0.00039677776,0.00341158,0.002524196,-0.0016384874,-0.0037944287,-0.0014348485,0.0017691265,0.0056800656,0.005859755,0.0056135757,5.0935145e-05,-0.00033360865,0.0010833577,0.0009346626,-0.0007032497,-0.00021203826,-0.00210399,-0.0049363975,0.0087742265,0.0067506847,0.0022219294,-0.0042788316,-0.004784145,0.001460909,0.006796157,-0.0012017668,-0.0051497268,0.0061776293,-0.0015152196,-0.00046263385,-0.011012542,0.0014614945,-0.0026143685,-0.0010146096,0.0024071913,0.0005341251,-0.0026435268,-0.0046853092,-0.0003768633,0.0026311001,0.00047939958,-0.0012325078,0.0007081536,0.0027263907,0.0040707868,0.001475278,-0.0053066914,-0.001044293,-0.00287094,-0.000680324,-0.0012837761,0.0032571373,-2.1659009e-05,-0.0008055085,0.00033223123,-0.000933157,-0.0009926637,-0.0035029638,-0.0016487737,-0.00094143354,0.007154067,-0.007382735,0.0039075688,0.0021337657,-5.9570273e-05,-0.0015099257,-0.0036231196,-0.0020542743,0.001304425,-0.0010885217
SMIM10L2A,-0.0031839006,0.0011054005,0.0037182414,-0.0024000918,0.00064429175,-0.0050055496,-0.0078032142,-0.0039330013,-0.0034334925,-0.00611099,-0.008703644,-0.0027691352,-0.010124441,-0.0034904901,-0.00638325,-0.005705886,0.0037265718,0.0073312134,0.0031728519,-0.011783122,-0.007863918,0.01148506,0.012865284,0.008412699,0.00077462505,0.022750149,-0.021384312,-0.02603378,-0.01089853,0.023271758,-0.012331967,-0.015745923,-0.011398175,0.00070003275,-0.010134661,0.0070571913,0.0023530568,-0.0018008352,0.012636836,0.0031566315,0.01323375,-0.007382222,-0.0014297885,-0.025129108,-0.018823693,-0.0027888366,0.02282704,0.0044314493,-0.012974501,-0.01306592,0.013764575,0.013512028,-0.0016280803,-0.019595958,0.017231949,0.013631019,0.02091662,0.010847854,0.009527055,-0.018443953,0.013403792,0.01858935,0.011808902,-0.009636707,-0.011157011,0.009878038,0.013714918,0.010232639,0.0023048634,0.0021464035,-0.013167082,-0.030404888,-0.0016867714,0.015730428,0.0026314128,-0.0012690778,0.002778991,0.007120301
ARHGEF6,0.0018015313,0.006238416,-0.008017725,-0.01777234,-0.00073979225,-0.0030231297,0.0077378247,0.012471429,5.849996e-05,-0.014680796,-0.012850757,0.0050627175,-0.0011022916,-0.002239046,0.0019962897,0.0037961677,0.00075183646,0.0035067345,-0.004195642,0.000109176406,0.004898929,-0.0013274872,0.001349633,-0.0031000176,0.02082917,-0.0006833681,0.0004496599,-0.0123856235,-0.0104933,-0.00017010221,0.0026078615,0.010471451,-0.0016232335,0.022565546,-0.0028948907,0.0054860185,-0.01711676,-0.013827831,-0.007335109,0.010197323,0.016169816,-0.012017379,0.0011357447,-0.001776285,-0.005145734,0.010402548,-0.0036714,-0.006308544,-0.0084232455,-0.0012374632,-0.0013767976,0.0008492674,-0.0110739,0.009277355,0.0026902861,0.0021836553,-0.003813126,0.005574969,0.0062408815,0.0015496588,-0.0047714408,-0.012964794,0.006115221,0.006290665,0.0048663937,0.010368459,0.00094350777,-0.004913545,-0.0023488123,0.0012222207,-0.009296147,0.0062221037,-0.0015283959,-0.0021184487,-0.007807825,-0.00044308067,-0.006563842,-0.0018201361
IDS,0.0011653622,0.0030576524,-0.0012220992,-0.0053980844,-0.00010457315,-0.0016608213,-0.003207165,-0.0020644607,0.0075021083,-0.005120198,-0.0006847042,0.0055396752,-0.0036096987,-0.001263201,-0.0057199253,0.0072662337,5.5640558e-05,0.0073838113,0.007475964,0.0046806186,-0.0033531412,0.0022836484,0.005677476,-0.0016637798,-0.0017823135,-0.0022799163,-0.002153412,0.0030240677,-0.00022424807,-0.000804298,0.005648016,-0.0036899317,-0.0021250404,0.009221139,-0.0054706666,0.006272016,-0.00365126,-0.0017185893,-0.0043280935,0.008772904,0.009938824,-0.0068130777,0.0031216575,-0.0061507146,-0.0005996124,-0.0047506276,0.0037003623,-0.0075613237,0.0002975744,0.0051593375,-0.0036285943,-0.003185738,0.0011359301,-0.0027901141,8.2837556e-05,-0.0042462926,0.0010573153,0.0015741404,-0.0013626053,0.0032677036,-0.004969126,0.0015913902,-0.001227807,0.001142247,0.0025534437,0.00459377,0.0014149498,0.00023859159,0.008757498,0.0015437341,0.002025112,0.013822007,-0.004849527,0.0033089202,0.00090755324,0.00019438143,-0.0040269955,0.006043179
GABRE,-0.0034076998,-0.0015188704,-0.00044152918,0.0026228377,-0.004409384,-0.0049868436,-0.005688063,-0.0042781737,0.0007071535,-0.0058436086,0.0008139499,0.0045375973,0.011823188,0.012140672,-0.015889984,0.0013931558,-0.012554952,-0.006215234,-0.0079469085,0.00892688,0.0040710648,0.01549531,0.021698844,0.0033810576,-0.0031403871,-0.004973231,-0.00721507,-0.00033207051,-0.00010886278,0.005233463,0.0025955797,0.0082590915,-0.0002709714,-0.00073961384,0.002330615,-0.0038403403,0.0035481793,-0.005236064,-0.0024606264,-0.0037800446,-0.007618174,-0.0062510953,-0.0014456048,-0.0017971906,-0.0011326836,-0.0046831346,-0.0043554897,-0.003761307,0.002031204,0.006860228,0.004361022,-0.0051124645,0.0047625983,-0.010270809,0.0007838169,-0.0033054412,-0.010420825,-0.0038641302,0.0022388739,-0.004403326,-0.0011369991,-0.006394852,-0.005069001,-0.00264167,-0.009000676,0.005724802,-0.0040845447,-0.0032209835,-0.0016910248,-0.00015648297,0.007823017,0.01038744,-0.0007025239,0.0019367806,0.005682986,-0.00074577663,0.008148603,0.008989764
GABRQ,0.003886758,0.0008628725,-0.0030050061,0.0023977708,0.0034611055,-0.0010486318,0.0018801782,-0.0021569307,-0.0026735442,0.0020323233,0.0004359726,-0.0006988916,-0.00036776304,0.0004892129,-0.0023309002,0.0007042818,0.0012883049,0.0018445445,0.0020823774,-2.5583464e-05,-0.00047761816,0.0031693748,0.001513875,0.00045910018,-0.000115062074,-0.00032822654,0.0017623632,0.00051826885,0.00049855834,0.0025476315,0.0012590924,-0.0016536203,-0.0010829803,-0.00014729958,0.0027568091,-0.00025166187,0.0016090353,0.00073066034,0.001739532,0.0025997036,0.0010396588,-0.00013545364,-0.00066056004,-0.0009354422,-0.00051413756,-0.00038591961,-0.0012871043,-0.0006742549,-0.00039315937,-0.0024862934,0.0006326518,-0.00034805993,0.0014706975,0.0024146428,-0.0008351863,0.0015389484,0.0005299993,0.00046901245,0.0017094441,0.000422352,0.00085420994,0.0014148792,-0.002628189,0.0023144516,-0.0011665502,-0.0014289098,0.0024753115,9.576326e-05,0.00035971618,0.00075513317,-0.0008209193,-0.0011898787,-0.00012016152,-0.00020837106,-0.0015189532,-0.001453358,-0.0005565191,-0.0003719448
DUSP9,-0.002405216,0.0026373165,-0.0023291535,0.00024042916,-0.0004757142,-0.0005728791,-0.0023344313,-0.0017426248,-0.00095748116,-0.0022845564,-0.0054141055,-0.0017082129,4.081209e-05,0.0015467054,-0.005074093,1.2100618e-05,0.0013481037,-0.0006713413,0.00032749126,-0.002487111,0.0021283983,-0.0001664624,0.0030768341,0.005909574,0.0023729873,-0.0067514475,0.0024767648,-0.0004273522,-0.0003897445,-0.0007847896,-0.0013997845,0.0031418982,0.0015603328,-0.0041675754,0.0008336586,-0.0022094504,0.0018172244,-0.0052325465,0.001776377,-0.00059273676,0.0031538066,0.0028125437,0.003628151,0.0024172736,0.0022514875,0.00013614366,-0.0053472943,-0.00020230337,-0.004990173,-0.0018866733,0.0015949176,0.001349078,0.002109891,0.0039890446,0.00070799,0.00034031871,0.0026842577,-0.00017392314,0.00089534884,0.0014907147,1.1215255e-05,-0.0018948842,-0.0006874185,-0.0016360875,0.0038844007,-0.0007921829,0.0025037338,-0.0016993779,0.0002396016,0.0019411735,0.0033809855,-0.003941413,-0.00050416397,-0.0051493454,-0.0048032147,6.547623e-05,-0.0019757608,-0.0038232673
ARHGAP4,-0.0016056516,0.0028884108,0.0038884215,-0.0011982885,-0.002898913,0.001615324,0.001817846,-9.835832e-05,0.0032846942,-0.005573925,-0.00047585613,0.004731333,-0.00026178558,-0.002189674,0.0016859487,0.0017827878,0.0025652738,-0.0061586997,0.0010625108,0.0024634465,0.0028153856,0.0019084787,0.0019848845,1.721284e-05,-0.0017485303,-0.004215098,0.0011985238,0.0033890228,0.0003758744,-0.005386352,0.002554233,-0.003813925,-0.0031335747,0.001433737,0.0048839273,0.004258326,-0.0016004813,0.0005730905,-0.004865887,-0.0007846322,0.0046817153,-0.0014403326,0.00013623704,0.0019179232,0.0069542085,0.0013041982,0.0013181427,-0.00392895,0.008017557,0.0013083243,-0.0020724977,0.0036244083,0.0031755369,-0.0020888993,-7.5597476e-05,0.0021590237,-0.0021630058,0.0037844393,-0.004227306,-0.00019926562,0.00041041002,-0.0015998828,0.0032354903,-0.0016717204,-0.00075795833,-0.0024826238,-0.0007180398,-0.0031188577,0.0005470595,0.005241262,0.00020595801,0.0037260891,-0.002775922,0.0032329885,0.0019766819,0.0019313595,-0.00049781316,-0.00056325167
FLNA,0.00091584283,0.008497893,0.001127304,0.0013919525,0.010193544,0.005675624,0.002527781,0.0023999433,0.0035653075,0.00050742686,-0.0049220673,0.0096440725,0.00014129048,0.0046367557,0.0044110245,-0.00219988,-0.0040043714,-0.0058748717,0.0034532575,0.012816264,-0.0056208204,0.003144647,0.01196166,0.0026046936,0.0025964505,0.0041738898,-0.012783477,-0.0029362265,-0.005131864,-0.00025751692,0.00619019,0.002979011,-0.003910364,-0.006663927,0.002446727,-0.008588447,0.0031554843,-0.007637848,0.008940396,0.0074039903,0.013699515,0.0012377001,0.012992045,0.004317343,0.009458767,-0.006578733,5.9556496e-05,0.0127752125,0.005597729,0.0071740723,0.00640375,0.009836968,0.005001418,-0.0012588038,0.0043283175,0.009371621,0.009106346,0.00019175051,-0.0033737768,0.0063669663,0.0032479856,-0.0012752155,0.0063353893,-0.0031932893,0.0032080773,-0.00014677706,-0.011465335,-0.00062350696,0.00091645715,0.002672999,0.0031769827,0.00607764,0.0017577101,0.005413763,0.0076306122,0.00048140934,-0.0032284337,0.003523519
RPL10,0.013121625,0.0009896635,-0.010258052,-0.0032151493,-0.0047433535,-0.004676088,0.005635639,0.00056411553,0.0044793417,0.0039654835,0.0015466704,0.009476844,-0.0026590028,0.0038951717,0.021976165,0.0038324785,0.013103593,-0.01337932,0.010736994,0.004399821,0.005799589,0.0053165257,0.00091207144,-0.004764548,0.010340402,0.0018130231,0.005614889,-0.01100815,0.00010944774,-0.004308891,-0.0053931656,-0.007100928,-0.009041325,-0.013332882,0.02458125,-0.0084462315,-0.0031919722,0.0017359788,0.032688044,-0.005205507,0.003063614,0.028321896,-0.015961241,-0.0072222883,0.006752511,0.0053600483,0.010472459,-0.030606693,0.00075462065,-0.01229604,0.0021613024,-0.0010064822,-0.006073093,0.025991643,-0.0024201008,0.011568716,0.0011408001,0.0026701337,0.0006523967,-0.0032946945,0.017408198,0.012390973,0.0023548938,0.0027648692,0.020512912,0.0059426394,-0.0056229387,-0.0034045659,-0.016610932,0.012776264,-0.012527631,-0.020503938,0.0028243773,0.0026495375,0.00763205,-0.012469614,-0.010976034,-0.010313328
CH17-340M24.3,-0.002000103,0.00018481904,-0.003519904,-0.0066873054,-0.0019079709,0.004090574,-0.00275175,0.0008010757,0.0015285822,-0.0069165607,-0.0010152432,0.0013397743,-0.002757281,-0.00089616585,0.0006068908,-0.0010535824,0.0011947973,0.0019076318,-0.0019078105,-0.0023788721,-0.0051861936,0.0009993238,-0.00091384095,-0.0036942475,0.0056174076,0.0011661351,-0.0005802369,-3.446068e-06,-0.0006103491,-0.0042793266,0.0037069118,-0.003873328,-0.005612946,0.012756176,-0.0052470495,-0.00229177,-0.0029102024,-0.0031990572,-0.0069873664,-0.0022468907,0.004083751,-0.0057329815,-0.0010172542,0.0004398725,0.0006748968,-0.0012105997,0.009389061,0.0006995504,-0.004584633,0.005715156,-0.0018755257,-0.0040535224,-0.0027661992,-0.003562052,-0.0002858654,-0.0013496716,0.0057896203,-0.0005246089,-0.0035755585,0.0030681116,-0.00926742,-0.0054334663,0.001995947,0.00032601436,0.0021731663,-0.0048211995,-0.00010703334,-0.00076366257,0.0009581609,0.002582363,-0.006700388,0.0013208968,-0.002092345,-0.0039542904,-0.004958028,-0.0018246023,-0.00015239297,-0.0019516327
G6PD,0.0011350202,0.00019603875,-0.0037609346,0.0018852018,0.0022712403,0.0037528444,0.001840008,-9.6959826e-05,0.0036439307,-0.003969283,-0.0046089455,0.003805555,-0.00010768937,-0.0018832041,-0.0017134991,-0.0045216805,0.002414404,0.002383974,0.0007760285,-0.0030002422,0.00073570514,0.0010227247,0.0018835281,-9.101803e-05,0.0023792852,0.0025705819,-0.00663052,-0.003275033,-0.0029541934,-0.0057286685,-0.00475991,-0.0015342358,-0.003137164,0.0056558754,-0.0020267179,-0.00033884932,-0.003265746,-0.008492867,-0.00436279,0.006228827,0.0076880725,-0.005783507,0.0026199534,-0.0026658785,0.0066209813,0.0022077071,0.005976133,0.00027484505,0.0034068625,0.0017756262,-0.004077327,-0.0015200624,0.00034336216,0.00245937,-0.0008960352,0.0013954954,0.0023623316,-0.0010663865,-0.00048669518,-0.0022629322,-0.008004681,-0.0018494274,0.0005868359,0.0034806523,0.0014336904,-0.0020715925,-0.0040970314,0.0069153835,0.00049947086,-0.0046407958,-0.0037493836,-0.0006548086,0.004859553,0.0044379737,-0.0052393368,-0.0023642841,-0.0003573504,0.0036123616
IL9R,-0.0034610967,0.00083506206,0.0035693618,0.00027482465,4.8393147e-05,0.0040527647,-0.0026219045,-0.0043220622,0.0015050261,0.0006001568,-0.0018970278,-0.0001547937,-0.001647358,-0.0003182361,-0.0060972017,0.011137152,0.010974417,-0.0009525962,0.001951531,0.0015645826,0.0036140864,0.003806218,0.0026252193,0.0024367012,-0.004314036,0.0026240293,0.0055870446,-0.0054977145,-0.0014380927,-0.00027319233,-0.0029924389,-0.0012001976,0.000989517,0.0014020138,-0.010763074,0.0044579217,0.012961761,-0.0024655862,-0.004911843,-0.00409177,-0.00090735016,-0.008619959,0.004401385,0.0048763147,-0.0059291665,-0.004993262,0.004344798,0.007077327,0.0109637445,0.009377582,0.0096883755,0.005100509,-0.001589414,0.012186269,0.012859156,0.0057326443,0.0066286577,0.0009706237,0.0009648385,-0.003296301,-0.005292524,-0.0040633464,-0.00015383164,-0.0068278946,-0.004453158,-0.0053403997,-0.0037680685,-0.0026679672,-0.00073841284,0.0076393695,0.006817537,0.007053664,0.0045580203,0.0072513563,0.009946575,-0.00044789264,0.00858406,0.004189103
MYOM2,-0.0001269855,-0.0024036132,-0.0036579052,-0.00040153513,-0.0006197948,0.00056744897,0.0013234502,0.00037329388,0.0041331,-0.003354708,-0.0013490962,-0.0017189167,-0.0036202697,-0.0023303328,0.0017746275,0.0009746277,0.0019580503,0.0019335663,0.0011644965,4.2514475e-05,0.0037694003,-0.0012032099,0.0026381551,0.0020977005,0.001280052,-0.0016088932,0.00028238894,-0.0011883636,-0.0013232636,-0.0009525994,-0.00052944076,0.0009134836,0.00070464157,-0.0024233898,-9.3935756e-05,0.0013732404,-0.0009048074,0.00058172824,0.0020870757,0.0035816734,-0.0003571074,0.0011327298,7.466902e-05,7.307658e-05,-0.00065729587,0.00083122065,1.4136951e-06,0.004506339,0.00035862465,0.0011885274,-0.0016350336,-7.983457e-05,0.0011881267,0.00066152506,0.00032973563,0.0019992862,0.0015190918,0.0031089582,0.0013549015,0.005641593,-0.0013589524,0.001583121,-0.0014387253,-0.0008936017,0.00015600261,0.0029525717,-0.0010919516,0.0007543346,0.0010334565,0.0002812261,0.00017342997,-0.0008713465,-0.001557227,-0.0019462354,0.0021806885,0.00015814394,-0.0030505373,0.0011540089
ANGPT2,-0.0034836975,0.0018193161,0.0036123248,0.0017361561,-0.00074389746,0.0010555492,-0.0021033036,0.0057109687,-7.6865115e-05,-0.0017205529,-0.0023771273,-0.0016400956,-0.005783622,0.0065907226,0.0060941144,0.0073451274,-0.001801689,0.002466111,-0.0010409813,-0.0009531618,-0.0120684365,-0.002949914,0.007462276,0.00420102,0.0075013903,0.0071601425,0.0010335452,0.0049448786,-0.0008032995,-0.0011723982,-0.007908452,-0.0008838307,0.007492481,-4.879086e-05,0.0059680785,-0.0050694374,0.0019182506,-0.0016724219,-0.0025525463,-0.0013628232,0.0043452973,0.0035756654,-0.0024225418,-0.0072278855,0.0029880195,-0.0038459424,0.001312163,-0.00047164722,0.0034422937,0.009206235,0.0015768701,-0.0017548386,-0.0009954913,0.0015278395,-0.002333992,-0.0044948393,-0.0058757663,0.00021347622,0.000122318,0.0009692407,-0.005770152,0.0026868572,0.0039854264,-0.0012336279,-0.0026958059,0.002221357,-0.0060221953,-0.0045383666,0.0035786917,-0.004913756,-0.008826507,-0.006846204,0.0028035278,-0.0032766664,-0.0057105348,0.0025672584,0.0044687334,0.0036280225
PPP1R3B,0.0005052008,-1.1988427e-05,-0.00024267856,-0.0018943242,-0.00044980895,-0.0014069802,0.0035028837,0.0016237042,0.0016583141,-0.005133019,-0.0033616594,0.00292245,-0.0032843319,-0.0031679217,0.0012732332,-0.0013897223,0.004991124,-0.0031929195,-0.003702012,-0.0026788774,-0.00027020398,0.0036557917,0.0013526721,0.0022540728,-0.0044124704,0.00033497883,0.0020326714,-0.0016627485,0.0013470823,-0.0026960808,0.00035710205,-0.0017203576,0.005317443,-0.0022320566,-0.0005062739,0.0056806062,-0.0014643797,0.0024075354,0.0035958535,-0.003771058,0.0016587545,-0.0002107368,-0.0027928385,-0.006807744,-0.0005444076,0.005438871,-5.4683922e-05,0.0072919675,8.9370005e-05,-0.0038008154,0.00072902784,0.00027912256,-0.0062385486,0.0026766069,-0.0011585706,0.0011220088,0.003130808,0.00049764017,-0.001421886,-0.0011987794,-0.0017334918,-0.0019234964,0.002130905,0.006056895,0.0033048675,0.0020761923,0.0022777529,-0.0031994432,0.0019172811,-0.0026191052,-0.00018721867,0.0023050436,0.0015819353,0.0017613762,-0.005626114,-0.0034105475,-0.0024422766,0.00042485437
CTSB,-0.0025970186,6.640115e-05,-0.0010312131,0.001449066,0.00040571278,0.0012507862,-0.00046586752,0.0013708717,0.0071221963,-0.004819291,-0.00073469203,0.0024179204,0.0016934536,-0.0028129057,0.0056052795,-0.0010153662,0.00044237645,0.0042240242,0.0040244353,-0.0008063939,-0.000998064,-0.0026131354,0.0060054706,0.0036090026,-0.0039372975,-0.0049587116,-0.0011955767,0.0019448636,-0.0004324568,-0.005381397,0.0051925313,-0.0034919898,0.002069207,-0.0002460073,-0.0043472606,0.00014209143,0.0016583726,0.00040845494,-0.008568926,-0.002158469,0.0064154114,-0.0049961545,0.0040853936,5.9299073e-05,0.0024704845,-0.0003387016,0.0034117755,-0.004947396,0.0033832933,0.0065536797,-0.002850491,0.0039069518,0.0068706176,-0.005202197,0.003318918,-0.0002865435,-0.003392727,0.00085566123,0.0011668655,0.0017689784,-0.0057992744,-0.0017569202,0.0010670131,0.0006823153,-0.0036737788,0.0053585344,0.00019176086,-0.0029889045,0.011376125,-0.0004913532,0.0035096162,0.010874216,-0.0016133123,-0.008284157,0.0013567784,0.0007624542,0.0011613047,0.00352673
TUSC3,-0.0041914177,0.00072479364,0.0024251027,0.006504949,-0.0022750427,0.0016417748,-0.0018145711,-0.002045399,0.0061092414,0.0022298167,0.0013113304,-0.005227289,0.0037839129,0.0048981784,-0.0078027253,-0.0006969162,-0.0115246205,-0.0006875699,-0.00015992389,0.008761857,-0.0031450666,0.0067587616,0.006371693,-0.00072422554,-0.0058906316,-0.0022643027,0.00039896514,-0.0012280357,0.0014969376,-0.00030823896,0.00073998596,-0.0022544444,-0.002150048,-0.010888764,0.003704082,0.00046887848,0.003988349,-0.00097134773,-0.0027554468,0.0040182197,0.004156303,0.0031614185,-0.0015450376,0.00154803,0.009345189,-0.0021041483,0.0026784092,9.402434e-05,0.0050198953,0.0035086144,0.0018918844,0.0020117164,0.00477962,-0.010085992,0.0009736356,0.0009783477,-0.008882321,-0.0014521484,0.0020202866,0.0025162646,0.0012096105,-0.0020608143,-0.005430011,-0.0063579576,-0.009711824,0.0011625324,-0.008012954,-0.005166334,0.003834923,0.0025910921,0.005846733,0.0074070757,0.0066377586,-0.0010748095,-0.00080794166,0.0014341573,0.00078384706,0.0021920546
ASAH1,-0.00077855727,0.004303341,-0.0026700448,-0.006918641,0.001104735,0.0056899055,-2.6082007e-05,0.0044544097,0.012812743,-0.010428053,-0.0076957033,0.0071985875,-0.00063683686,-0.008453386,0.011026648,0.008483346,0.0002603384,0.009196038,-0.0004158524,-0.02073895,0.005622818,-0.005621174,-0.017248426,-0.0011599965,0.0065174326,-0.0025598798,-0.0036343387,0.0030892936,-0.0036134243,-0.0060753096,0.0027506487,-0.00016847334,-0.001724267,0.003780709,-0.014778386,0.00051901955,-0.0010492173,-0.00085297885,-0.017077746,-0.0031347815,-0.009227052,-0.010530055,-0.0017281082,-0.0043016756,-0.008342124,0.0045379354,0.001873981,0.000593885,0.012290901,0.004187858,-0.008937897,0.008143125,0.00071480684,-0.0056486456,-0.0020178237,-0.004316564,0.00083170395,-0.004198378,0.0005602083,-0.0011926994,-0.0046768924,-0.0052717202,0.0015387961,0.0016327502,-0.008577126,0.008076839,0.0021794331,-0.0038378194,0.011862968,0.0027795716,0.010860647,0.01051519,-0.00835106,-0.008907457,-0.00013954665,0.0034035316,0.0063774404,0.008392003
DOK2,-0.004071964,0.0016510611,-0.0012965644,0.0013751521,0.002415531,0.0058611888,-0.0051473756,0.0031482251,-0.0025881445,-0.0020666567,-5.469184e-05,-0.0019187691,0.00070433976,-0.004303948,-0.009174217,0.004062234,-0.004073046,0.0028970286,0.0027436686,0.0068730884,0.004223841,0.0052069575,-0.0011220869,0.0034092036,0.0027423077,0.00058740005,-0.0008717789,0.00015313568,-0.006113189,-0.00388724,-0.0024468252,0.002431875,-0.0023113973,0.007074177,-0.017575776,-0.0043205456,-0.00033319893,0.00093792897,0.0038490505,-0.003600516,-0.0010104708,-0.011447999,0.003747507,-0.00042559888,-0.0064643226,0.0053637684,-0.0016867662,0.0013441461,0.002407811,0.004501586,-0.0045896457,0.005330319,0.0067050895,0.0034979882,0.0050966116,0.006613258,-0.0019293344,0.0023635896,-0.0026409053,0.00451977,-0.00785597,-0.011344079,-0.001957385,-0.003358956,-0.002132022,0.002330772,0.0016590449,0.00830272,8.9789966e-05,-0.001953665,-0.0058257133,0.0023227322,-0.005062074,-0.00068840745,-0.007932213,-0.0025506634,-0.005613204,0.004051754
DMTN,-0.010030713,-0.0006102275,0.0012754262,0.010026123,-0.01063102,-0.0005807135,0.0016518586,0.00040259762,0.008435365,-0.015123766,-0.0096766455,-0.0016356886,-0.0015086388,-0.0050690626,-0.0113031585,0.0013986449,0.0013824526,-0.0018298005,0.0025470264,0.0038961947,0.0020971815,0.017664324,0.0055177906,-0.004474197,0.0022901825,0.0036089672,0.007964536,-0.003436429,0.00094812515,0.00528845,-0.0005245317,-0.005082802,-0.006761676,0.010915255,-0.022114297,-0.020039167,0.012851428,0.004867212,-0.008332455,-0.015101963,-0.01812404,-0.024039485,0.009810667,0.012293273,-0.0034507834,-0.011265026,0.0035838317,0.008187107,0.01721806,0.025489567,-0.0019143126,-0.0042550443,-0.0068723373,0.012629938,0.013319562,0.01009079,0.018542515,0.00026795582,0.004144457,-0.006018463,-0.014332172,-0.016357565,-0.006660681,0.0032329632,-0.006423601,-0.0015798698,-0.004302663,-0.008539949,-0.00015119293,0.0061704046,0.010061029,0.015997684,0.0031511746,0.00378313,0.023360955,-0.0014925275,0.016776469,0.012174293
PHYHIP,0.0019159057,-0.0018496988,-0.0003824872,-0.0032319033,-0.0010452328,-0.0081610875,0.008423332,0.0016766611,0.0018984226,-0.0032299918,-0.0048352075,-0.005595731,0.00042860958,0.006817894,-0.01010565,0.005272767,-0.0072971713,-0.0014212395,-0.007973819,0.004042399,0.005400476,0.007089298,-5.8874357e-05,0.002796176,-0.013935513,0.005601262,-0.0012997333,-0.0051872325,-0.0067892284,0.004301202,0.009546812,0.003454672,0.010313353,0.0024079587,-0.00515766,0.0056065517,0.003917169,0.001463526,-0.009244133,-0.0040243827,0.0013017905,-0.0039934632,0.0021739092,0.005489528,-0.004205264,-0.0035321217,0.0020928038,-0.0005513991,-0.0017818447,0.008676339,0.0032603857,-0.0032168303,0.0073573333,0.0035247884,-0.0076462375,-0.009139201,-0.002699612,-0.0016212434,0.0052749375,-0.0018080153,-0.0013032837,0.005070928,-0.0009960034,-0.0026198742,-0.012753842,-0.00399766,0.007174542,0.0016929252,-0.0021975653,0.013925423,-0.0069013527,0.016424013,-0.0046290504,-0.0029140715,0.0077229505,0.004256902,0.0018948691,0.008277259
